avg_byte,var_byte,protocol,pack_exc,byte_exc,pack_push,percent_push,src_port,dst_port,std_byte,class
75,0,UDP,2,150,0,0,7600,7600,0,NOT
76,0,UDP,4,304,0,0,7600,7600,0,NOT
80.3865546218,60.5732646,UDP,119,9566,0,0,7600,7600,7.78288279495,NOT
1074.67601246,8597.27820964,UDP,642,689942,0,0,7600,7600,92.7215088836,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
86.1351351351,224.711468225,UDP,37,3187,0,0,7600,7600,14.9903791888,NOT
1034.1025641,46123.2715319,UDP,156,161320,0,0,7600,7600,214.763291863,NOT
89.2,806.56,UDP,5,446,0,0,7600,7600,28.4,NOT
90,784,UDP,10,900,0,0,7600,7600,28,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
126,0,UDP,2,252,0,0,29676,42296,0,NOT
319,0,UDP,1,319,0,0,42296,29676,0,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
129,0,UDP,1,129,0,0,20157,29676,0,NOT
80.3305785124,64.2543542108,UDP,121,9720,0,0,7600,7600,8.01588137455,NOT
1072.90769231,10552.9299408,UDP,520,557912,0,0,7600,7600,102.72745466,NOT
110.5,1260.25,UDP,2,221,0,0,17359,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,17359,35,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
131,0,UDP,1,131,0,0,19047,32234,0,NOT
326,0,UDP,2,652,0,0,32234,19047,0,NOT
83.3383458647,99.5922889932,UDP,133,11084,0,0,10016,7600,9.97959362866,NOT
1077.7167756,6007.91106934,UDP,918,989344,0,0,7600,10016,77.5107158356,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
83.9375,286.68359375,UDP,16,1343,0,0,7600,7600,16.9317333357,NOT
1015.33333333,61374.2222222,UDP,84,85288,0,0,7600,7600,247.738213084,NOT
83.2615384615,80.1315976331,UDP,65,5412,0,0,7600,7600,8.9516254185,NOT
1063.69014085,19135.0589169,UDP,284,302088,0,0,7600,7600,138.329530169,NOT
75,0,UDP,3,225,0,0,15114,7600,0,NOT
76,0,UDP,6,456,0,0,7600,15114,0,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
75,0,UDP,4,300,0,0,7600,7600,0,NOT
76,0,UDP,8,608,0,0,7600,7600,0,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
48,0,TCP,6,288,0,0,2559,6667,0,BOT
40,0,TCP,3,120,0,0,6667,2559,0,BOT
48,0,TCP,6,288,0,0,2635,6667,0,BOT
40,0,TCP,3,120,0,0,6667,2635,0,BOT
48,0,TCP,6,288,0,0,4233,6667,0,BOT
40,0,TCP,3,120,0,0,6667,4233,0,BOT
48,0,TCP,6,288,0,0,2531,6667,0,BOT
40,0,TCP,3,120,0,0,6667,2531,0,BOT
129,0,UDP,3,387,0,0,51162,32234,0,NOT
117,243,UDP,16,1872,0,0,32234,51162,15.5884572681,NOT
85.55,208.3475,UDP,40,3422,0,0,7600,7600,14.4342474691,NOT
981,88525,UDP,28,27468,0,0,7600,7600,297.531510936,NOT
75,0,UDP,2,150,0,0,7600,7600,0,NOT
76,0,UDP,1,76,0,0,7600,7600,0,NOT
131,0,UDP,1,131,0,0,14425,32234,0,NOT
326,0,UDP,2,652,0,0,32234,14425,0,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
131,0,UDP,1,131,0,0,14893,31037,0,NOT
326,0,UDP,2,652,0,0,31037,14893,0,NOT
86.0454545455,177.679752066,UDP,22,1893,0,0,7600,7600,13.3296568623,NOT
1046.05263158,35083.0498615,UDP,152,159000,0,0,7600,7600,187.304697916,NOT
114,288,UDP,6,684,0,0,31037,16881,16.9705627485,NOT
75,0,UDP,1,75,0,0,16224,7600,0,NOT
76,0,UDP,2,152,0,0,7600,16224,0,NOT
75,0,UDP,1,75,0,0,38056,7600,0,NOT
76,0,UDP,2,152,0,0,7600,38056,0,NOT
75,0,UDP,1,75,0,0,50979,7600,0,NOT
76,0,UDP,2,152,0,0,7600,50979,0,NOT
108,324,UDP,4,432,0,0,31037,19605,18,NOT
199.5,11990.25,UDP,2,399,0,0,19605,31037,109.5,NOT
126,0,UDP,2,252,0,0,29676,15016,0,NOT
319,0,UDP,1,319,0,0,15016,29676,0,NOT
131,0,UDP,1,131,0,0,22056,32234,0,NOT
326,0,UDP,2,652,0,0,32234,22056,0,NOT
44.2222222222,272.450617284,TCP,36,1592,2,5.55555555556,2429,80,16.5060781921,NOT
1347.69387755,177134.171595,TCP,49,66037,11,22.4489795918,80,2429,420.873106286,NOT
46.5625,388.62109375,TCP,32,1490,3,9.375,2453,80,19.7134749283,BOT
1296.41176471,234619.183391,TCP,51,66117,10,19.6078431373,80,2453,484.375044146,BOT
49.4545454545,526.157024793,TCP,22,1088,3,13.6363636364,2514,80,22.9381129301,BOT
1169.33333333,325275.088889,TCP,30,35080,7,23.3333333333,80,2514,570.328930433,BOT
62,1254.25,TCP,32,1984,9,28.125,2533,80,35.4153921339,BOT
976.027027027,372677.323594,TCP,37,36113,15,40.5405405405,80,2533,610.473032651,BOT
47.1612903226,304.909469303,TCP,31,1462,2,6.45161290323,2541,80,17.4616571179,BOT
1266.66666667,238064.422222,TCP,30,38000,7,23.3333333333,80,2541,487.918458579,BOT
49.2105263158,701.587257618,TCP,38,1870,4,10.5263157895,2665,80,26.4874924751,BOT
986.826923077,385442.220044,TCP,52,51315,20,38.4615384615,80,2665,620.839931097,BOT
46.5151515152,394.492194674,TCP,33,1535,3,9.09090909091,4518,80,19.8618275764,NOT
1272.25,259880.610577,TCP,52,66157,10,19.2307692308,80,4518,509.784866956,NOT
46.347826087,379.618147448,TCP,23,1066,2,8.69565217391,4883,80,19.4837919166,NOT
1173.11538462,315279.794379,TCP,26,30501,6,23.0769230769,80,4883,561.497813334,NOT
45.8181818182,257.05785124,TCP,11,504,1,9.09090909091,4902,80,16.0330237709,NOT
192.25,67136.1875,TCP,4,769,1,25,80,4902,259.106517672,NOT
44.75,304,TCP,32,1432,2,6.25,2557,80,17.4355957742,NOT
1239.90697674,299252.875068,TCP,43,53316,9,20.9302325581,80,2557,547.040103711,NOT
44.6111111111,294.793209877,TCP,18,803,1,5.55555555556,2593,80,17.1695430888,NOT
932.642857143,444505.372449,TCP,14,13057,4,28.5714285714,80,2593,666.712361104,NOT
49.1666666667,605.583333333,TCP,18,885,2,11.1111111111,2799,80,24.6086028318,NOT
54.1666666667,904.138888889,TCP,12,650,2,16.6666666667,2800,80,30.0689023559,NOT
1015.59090909,428594.059917,TCP,22,22343,5,22.7272727273,80,2799,654.670955456,NOT
762.142857143,465348.836735,TCP,14,10670,2,14.2857142857,80,2800,682.1648164,NOT
47.5294117647,336.719723183,TCP,17,808,2,11.7647058824,2810,80,18.3499243373,NOT
884.444444444,478933.691358,TCP,18,15920,5,27.7777777778,80,2810,692.050353196,NOT
46.2631578947,282.930747922,TCP,19,879,1,5.26315789474,2819,80,16.820545411,NOT
932.642857143,444505.372449,TCP,14,13057,4,28.5714285714,80,2819,666.712361104,NOT
48,377.6,TCP,15,720,2,13.3333333333,2824,80,19.4319324824,NOT
929.941176471,466571.937716,TCP,17,15809,4,23.5294117647,80,2824,683.060713053,NOT
45.8461538462,326.437869822,TCP,13,596,1,7.69230769231,2830,80,18.0675916996,NOT
537.75,361112.1875,TCP,8,4302,2,25,80,2830,600.926108186,NOT
44.2222222222,272.450617284,TCP,36,1592,2,5.55555555556,3628,80,16.5060781921,BOT
1321.54,207108.7284,TCP,50,66077,7,14,80,3628,455.09199993,BOT
46.7307692308,499.042899408,TCP,26,1215,2,7.69230769231,3664,80,22.3392681037,BOT
1231.25,284597.544643,TCP,28,34475,5,17.8571428571,80,3664,533.476845461,BOT
44.2222222222,272.450617284,TCP,36,1592,2,5.55555555556,3671,80,16.5060781921,BOT
1321.54,207108.7284,TCP,50,66077,7,14,80,3671,455.09199993,BOT
48.7692307692,558.25443787,TCP,26,1268,3,11.5384615385,3673,80,23.6274086152,BOT
1203,310805.230769,TCP,39,46917,6,15.3846153846,80,3673,557.499085891,BOT
45.5,327.019230769,TCP,26,1183,2,7.69230769231,3686,80,18.0836730442,BOT
1215.24137931,284437.700357,TCP,29,35242,5,17.2413793103,80,3686,533.327010714,BOT
46.6923076923,492.520710059,TCP,26,1214,2,7.69230769231,3797,80,22.19280762,BOT
1228.90322581,274435.377732,TCP,31,38096,5,16.1290322581,80,3797,523.865801262,BOT
46.358974359,257.050624589,TCP,39,1808,2,5.12820512821,1217,80,16.0327984017,BOT
1347.69387755,177134.171595,TCP,49,66037,7,14.2857142857,80,1217,420.873106286,BOT
49.7666666667,440.512222222,TCP,30,1493,2,6.66666666667,1230,80,20.9883830302,BOT
1245.5,250563.711538,TCP,26,32383,4,15.3846153846,80,1230,500.563394126,BOT
48.3823529412,360.23615917,TCP,34,1645,2,5.88235294118,1363,80,18.9798882813,BOT
1300.17142857,209859.799184,TCP,35,45506,6,17.1428571429,80,1363,458.104572323,BOT
44.7777777778,318.728395062,TCP,18,806,1,5.55555555556,1370,80,17.8529660018,BOT
1118.875,350571.359375,TCP,16,17902,3,18.75,80,1370,592.090668205,BOT
54.0555555556,672.885802469,TCP,36,1946,8,22.2222222222,4032,80,25.9400424531,BOT
1347.69387755,177134.171595,TCP,49,66037,10,20.4081632653,80,4032,420.873106286,BOT
46.78125,416.358398438,TCP,32,1497,3,9.375,4121,80,20.4048621274,BOT
1268.81081081,226888.747991,TCP,37,46946,10,27.027027027,80,4121,476.328403511,BOT
43.55,189.0475,TCP,20,871,1,5,4126,80,13.7494545346,BOT
1224.57142857,290481.673469,TCP,21,25716,5,23.8095238095,80,4126,538.963517754,BOT
46.3333333333,416.055555556,TCP,36,1668,3,8.33333333333,4169,80,20.3974399265,BOT
46.1851851852,433.780521262,TCP,27,1247,2,7.40740740741,4176,80,20.8273983316,BOT
1376.53061224,143057.963349,TCP,49,67450,9,18.3673469388,80,4169,378.230040251,BOT
1245.10344828,266940.092747,TCP,29,36108,7,24.1379310345,80,4176,516.662455329,BOT
43.8974358974,252.758711374,TCP,39,1712,2,5.12820512821,3236,80,15.8983870683,BOT
1321.54,207108.7284,TCP,50,66077,10,20,80,3236,455.09199993,BOT
131,0,UDP,1,131,0,0,61462,32234,0,NOT
326,0,UDP,2,652,0,0,32234,61462,0,NOT
48,0,TCP,6,288,0,0,1070,3128,0,BOT
48,0,TCP,6,288,0,0,3281,6667,0,BOT
131,0,UDP,1,131,0,0,40880,29676,0,NOT
326,0,UDP,2,652,0,0,29676,40880,0,NOT
131,0,UDP,1,131,0,0,49545,32234,0,NOT
326,0,UDP,2,652,0,0,32234,49545,0,NOT
110.5,1260.25,UDP,2,221,0,0,16224,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,16224,35,NOT
110.5,1260.25,UDP,2,221,0,0,16224,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,16224,35,NOT
110.5,1260.25,UDP,2,221,0,0,16224,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,16224,35,NOT
86.4222222222,178.377283951,UDP,45,3889,0,0,17897,7600,13.3557958936,NOT
1065.86163522,17128.5594715,UDP,318,338944,0,0,7600,17897,130.876122618,NOT
82.2407407407,97.5161179698,UDP,54,4441,0,0,1861,7600,9.87502496047,NOT
1062.94890511,19817.8149076,UDP,274,291248,0,0,7600,1861,140.77576108,NOT
90.1,356.09,UDP,10,901,0,0,7389,7600,18.8703471086,NOT
1001.6,72517.44,UDP,70,70112,0,0,7600,7389,269.290623676,NOT
85.6818181818,192.853305785,UDP,22,1885,0,0,16224,7600,13.8871633455,NOT
1045.02702703,35991.2695398,UDP,148,154664,0,0,7600,16224,189.713651432,NOT
75,0,UDP,2,150,0,0,7600,24592,0,NOT
76,0,UDP,1,76,0,0,24592,7600,0,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
75,0,UDP,4,300,0,0,7600,7600,0,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
99.3333333333,1088.88888889,UDP,6,596,0,0,7600,7600,32.9983164554,NOT
110.5,1260.25,UDP,2,221,0,0,16224,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,16224,35,NOT
75,0,UDP,4,300,0,0,16224,7600,0,NOT
110.5,1260.25,UDP,2,221,0,0,16224,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,16224,35,NOT
80.4861878453,48.0288147492,UDP,181,14568,0,0,3697,7600,6.93028244368,NOT
1076.14168937,7501.60390232,UDP,734,789888,0,0,7600,3697,86.6118000178,NOT
84.4333333333,151.045555556,UDP,30,2533,0,0,7600,7600,12.2900592169,NOT
1054.57142857,27457.9591837,UDP,196,206696,0,0,7600,7600,165.704433205,NOT
86.9285714286,289.780612245,UDP,14,1217,0,0,7600,7600,17.0229437009,NOT
1019.91111111,57575.9920988,UDP,90,91792,0,0,7600,7600,239.949978326,NOT
75,0,UDP,4,300,0,0,10496,7600,0,NOT
76,0,UDP,14,1064,0,0,7600,10496,0,NOT
110.5,1260.25,UDP,2,221,0,0,1055,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,1055,35,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
110.5,1260.25,UDP,2,221,0,0,8542,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,8542,35,NOT
110.5,1260.25,UDP,2,221,0,0,22387,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,22387,35,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
110.5,1260.25,UDP,2,221,0,0,64860,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,64860,35,NOT
110.5,1260.25,UDP,2,221,0,0,29547,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,29547,35,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
87.6875,235.58984375,UDP,16,1403,0,0,3394,7600,15.3489362416,NOT
1033.40350877,46137.3985842,UDP,114,117808,0,0,7600,3394,214.796179166,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
122.333333333,1120.22222222,UDP,3,367,0,0,1534,7600,33.4697209762,NOT
111,1225,UDP,4,444,0,0,7600,1534,35,NOT
83.4146341463,118.389054134,UDP,41,3420,0,0,16224,7600,10.8806734228,NOT
1061.81538462,20859.7813018,UDP,260,276072,0,0,7600,16224,144.429156689,NOT
82.4363636364,94.9004958678,UDP,55,4534,0,0,7600,7600,9.74168855321,NOT
1066.73053892,16323.0351752,UDP,334,356288,0,0,7600,7600,127.761634207,NOT
110.5,1260.25,UDP,2,221,0,0,24299,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,24299,35,NOT
64.8,2088.96,TCP,10,648,2,20,1136,80,45.7051419427,NOT
121.2,25100.16,TCP,5,606,1,20,80,1136,158.430300132,NOT
64.8,2088.96,TCP,10,648,2,20,1152,80,45.7051419427,NOT
121.2,25100.16,TCP,5,606,1,20,80,1152,158.430300132,NOT
64.8,2088.96,TCP,10,648,2,20,1138,80,45.7051419427,NOT
121,24973.6,TCP,5,605,1,20,80,1138,158.030376827,NOT
48,0,TCP,2,96,0,0,1907,6667,0,BOT
48,0,TCP,6,288,0,0,2862,6667,0,BOT
48,0,TCP,6,288,0,0,3727,6667,0,BOT
48,0,TCP,4,192,0,0,1753,6667,0,BOT
131,0,UDP,1,131,0,0,23401,32234,0,NOT
326,0,UDP,2,652,0,0,32234,23401,0,NOT
131,0,UDP,4,524,0,0,26692,32234,0,NOT
326,0,UDP,8,2608,0,0,32234,26692,0,NOT
114,288,UDP,6,684,0,0,31037,26208,16.9705627485,NOT
236,10658,UDP,3,708,0,0,26208,31037,103.237590053,NOT
131,0,UDP,1,131,0,0,27735,29676,0,NOT
326,0,UDP,2,652,0,0,29676,27735,0,NOT
126,0,UDP,4,504,0,0,29676,64657,0,NOT
131,0,UDP,1,131,0,0,12662,29676,0,NOT
326,0,UDP,2,652,0,0,29676,12662,0,NOT
131,0,UDP,1,131,0,0,18805,32234,0,NOT
326,0,UDP,2,652,0,0,32234,18805,0,NOT
129,0,UDP,1,129,0,0,14239,32234,0,NOT
48,0,TCP,4,192,0,0,1870,6667,0,BOT
98.6666666667,1120.22222222,UDP,3,296,0,0,16224,7600,33.4697209762,NOT
99.3333333333,1088.88888889,UDP,6,596,0,0,7600,16224,32.9983164554,NOT
126,0,UDP,1,126,0,0,23547,31037,0,NOT
330,0,UDP,2,660,0,0,31037,23547,0,NOT
85.0526315789,96.2253000923,UDP,57,4848,0,0,7600,7600,9.80944953055,NOT
1070,13278.5242718,UDP,412,440840,0,0,7600,7600,115.23247924,NOT
131,0,UDP,1,131,0,0,32531,31037,0,NOT
168.666666667,12376.8888889,UDP,6,1012,0,0,31037,32531,111.251466907,NOT
126,0,UDP,4,504,0,0,29676,14420,0,NOT
131,0,UDP,1,131,0,0,46072,31037,0,NOT
326,0,UDP,2,652,0,0,31037,46072,0,NOT
88,24023.875,TCP,16,1408,7,43.75,3683,25,154.996370925,NOT
56.3333333333,258.555555556,TCP,12,676,7,58.3333333333,25,3683,16.0796627936,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
131,0,UDP,1,131,0,0,18428,32234,0,NOT
326,0,UDP,2,652,0,0,32234,18428,0,NOT
126,0,UDP,2,252,0,0,32234,27031,0,NOT
319,0,UDP,1,319,0,0,27031,32234,0,NOT
110.5,1260.25,UDP,2,221,0,0,22668,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,22668,35,NOT
129,0,UDP,1,129,0,0,21712,29676,0,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
67.7142857143,1713.34693878,TCP,7,474,2,28.5714285714,3465,80,41.3925952167,BOT
232.833333333,182859.472222,TCP,6,1397,1,16.6666666667,80,3465,427.620710703,BOT
63.4285714286,1246.81632653,TCP,7,444,2,28.5714285714,3492,80,35.3102864125,BOT
121.166666667,31662.8055556,TCP,6,727,1,16.6666666667,80,3492,177.940455084,BOT
78.2727272727,3746.19834711,TCP,11,861,3,27.2727272727,3515,80,61.2061953327,BOT
755.363636364,449286.595041,TCP,11,8309,2,18.1818181818,80,3515,670.288441674,BOT
64,1056.66666667,TCP,9,576,3,33.3333333333,3546,80,32.5064096244,BOT
424.142857143,365855.55102,TCP,7,2969,2,28.5714285714,80,3546,604.85994331,BOT
78,3319.71428571,TCP,7,546,2,28.5714285714,3576,80,57.6169617883,BOT
369.857142857,296757.836735,TCP,7,2589,1,14.2857142857,80,3576,544.754840947,BOT
79.5,3438.45,TCP,10,795,3,30,3592,80,58.6382980653,BOT
729.5,478818.65,TCP,10,7295,2,20,80,3592,691.967231883,BOT
79.6,3456.44,TCP,10,796,3,30,3616,80,58.7914959837,BOT
777.090909091,469435.355372,TCP,11,8548,2,18.1818181818,80,3616,685.153526862,BOT
50.0666666667,596.595555556,TCP,15,751,2,13.3333333333,3630,80,24.4253056389,BOT
1075.5,417383.361111,TCP,18,19359,2,11.1111111111,80,3630,646.052134979,BOT
77.4285714286,3358.53061224,TCP,14,1084,4,28.5714285714,3644,80,57.9528309252,BOT
917.4,446488.773333,TCP,15,13761,3,20,80,3644,668.198154243,BOT
63.2727272727,862.016528926,TCP,11,696,4,36.3636363636,3657,80,29.3601179992,BOT
544.25,421101.4375,TCP,8,4354,3,37.5,80,3657,648.923290921,BOT
77.7142857143,3267.91836735,TCP,7,544,2,28.5714285714,3686,80,57.1657097161,BOT
422.142857143,366611.55102,TCP,7,2955,1,14.2857142857,80,3686,605.484558862,BOT
58.8571428571,751.836734694,TCP,7,412,2,28.5714285714,3701,80,27.4196414035,BOT
265,249546.333333,TCP,6,1590,1,16.6666666667,80,3701,499.546127333,BOT
58.8571428571,751.836734694,TCP,7,412,2,28.5714285714,3716,80,27.4196414035,BOT
265,249546.333333,TCP,6,1590,1,16.6666666667,80,3716,499.546127333,BOT
58.8571428571,751.836734694,TCP,7,412,2,28.5714285714,3729,80,27.4196414035,BOT
265,249546.333333,TCP,6,1590,1,16.6666666667,80,3729,499.546127333,BOT
73,3015,TCP,8,584,2,25,3737,80,54.9090156532,BOT
425.625,387282.484375,TCP,8,3405,1,12.5,80,3737,622.32024262,BOT
65.6,888.64,TCP,10,656,4,40,3746,80,29.8100654142,BOT
544.25,421101.4375,TCP,8,4354,3,37.5,80,3746,648.923290921,BOT
73,3015,TCP,8,584,2,25,3757,80,54.9090156532,BOT
477.875,382501.609375,TCP,8,3823,1,12.5,80,3757,618.467144944,BOT
66.75,923.1875,TCP,12,801,5,41.6666666667,3766,80,30.3840007241,BOT
637.333333333,443628.444444,TCP,9,5736,4,44.4444444444,80,3766,666.0543855,BOT
77.625,4043.484375,TCP,8,621,2,25,3775,80,63.5883981163,BOT
554.875,445121.859375,TCP,8,4439,1,12.5,80,3775,667.174534417,BOT
92.8181818182,5860.69421488,TCP,22,2042,7,31.8181818182,3787,80,76.5551710525,BOT
914.636363636,400045.049587,TCP,22,20122,6,27.2727272727,80,3787,632.491145856,BOT
76.8888888889,4619.65432099,TCP,18,1384,4,22.2222222222,3830,80,67.9680389668,BOT
917.416666667,347269.409722,TCP,12,11009,4,33.3333333333,80,3830,589.29568955,BOT
46.6363636364,345.867768595,TCP,11,513,1,9.09090909091,3858,80,18.5975204959,BOT
582.8,442204.16,TCP,5,2914,1,20,80,3858,664.984330642,BOT
71.8333333333,1156.86111111,TCP,36,2586,17,47.2222222222,1994,80,34.0126610413,NOT
1223.96969697,223065.362718,TCP,33,40391,19,57.5757575758,80,1994,472.29795968,NOT
89.5348837209,4132.66738778,TCP,43,3850,16,37.2093023256,1996,80,64.2858257144,NOT
1163.30434783,270561.037807,TCP,46,53512,14,30.4347826087,80,1996,520.154820998,NOT
62.1428571429,1100.12244898,TCP,7,435,2,28.5714285714,2013,80,33.16809384,NOT
265,249546.333333,TCP,6,1590,1,16.6666666667,80,2013,499.546127333,NOT
91.3793103448,5777.47681332,TCP,29,2650,9,31.0344827586,2014,80,76.0097152561,NOT
956.416666667,346752.409722,TCP,24,22954,9,37.5,80,2014,588.856866923,NOT
52.4210526316,771.927977839,TCP,19,996,3,15.7894736842,2015,80,27.7835918815,NOT
1152.33333333,320251.955556,TCP,15,17285,5,33.3333333333,80,2015,565.908080483,NOT
62.8235294118,1230.38062284,TCP,17,1068,5,29.4117647059,2032,80,35.0767818199,NOT
857.7,331107.01,TCP,10,8577,5,50,80,2032,575.418986479,NOT
57.3636363636,2748.7768595,TCP,11,631,1,9.09090909091,2033,80,52.4287789244,NOT
459,329397.6,TCP,5,2295,1,20,80,2033,573.931703254,NOT
64.8571428571,1400.69387755,TCP,7,454,2,28.5714285714,2059,80,37.4258450479,NOT
232.833333333,182859.472222,TCP,6,1397,1,16.6666666667,80,2059,427.620710703,NOT
84.9259259259,988.068587106,TCP,27,2293,18,66.6666666667,2070,80,31.4335582953,NOT
750.833333333,252668.055556,TCP,24,18020,18,75,80,2070,502.660974769,NOT
71.6923076923,1102.21301775,TCP,13,932,6,46.1538461538,2078,80,33.1995936383,NOT
613.666666667,327830.222222,TCP,9,5523,5,55.5555555556,80,2078,572.564600916,NOT
61.4285714286,990.244897959,TCP,7,430,2,28.5714285714,2126,80,31.4681568885,NOT
232.833333333,182859.472222,TCP,6,1397,1,16.6666666667,80,2126,427.620710703,NOT
96.1621621622,5349.21694668,TCP,37,3558,14,37.8378378378,2130,80,73.1383411534,NOT
886,342579.354839,TCP,31,27466,14,45.1612903226,80,2130,585.302789024,NOT
92.3181818182,777.762396694,TCP,22,2031,17,77.2727272727,2137,80,27.8883917911,NOT
822.857142857,235755.741497,TCP,21,17280,17,80.9523809524,80,2137,485.546847891,NOT
62.7333333333,972.862222222,TCP,15,941,5,33.3333333333,2143,80,31.1907393664,NOT
685.375,322530.234375,TCP,8,5483,5,62.5,80,2143,567.917453839,NOT
44.3650793651,83.8190980096,TCP,63,2795,1,1.5873015873,3408,80,9.15527705805,BOT
1439.06024096,78721.2855277,TCP,83,119442,4,4.81927710843,80,3408,280.573137573,BOT
44.5555555556,84.405643739,TCP,63,2807,1,1.5873015873,1991,80,9.18725441789,NOT
1443.56626506,74753.1612716,TCP,83,119816,9,10.843373494,80,1991,273.410243538,NOT
43.4230769231,243.090236686,TCP,26,1129,1,3.84615384615,2031,80,15.5913513425,NOT
1323.53125,218769.061523,TCP,32,42353,4,12.5,80,2031,467.727550529,NOT
55.0714285714,1292.92346939,TCP,14,771,2,14.2857142857,2044,80,35.9572450194,NOT
1039.88888889,433564.654321,TCP,18,18718,2,11.1111111111,80,2044,658.456266066,NOT
48.44,454.0864,TCP,25,1211,2,8,2052,80,21.3093031327,NOT
1305.54285714,232237.276735,TCP,35,45694,2,5.71428571429,80,2052,481.91002971,NOT
52.6,1045.84,TCP,15,789,2,13.3333333333,2064,80,32.3394495933,NOT
1141.10526316,369998.409972,TCP,19,21681,3,15.7894736842,80,2064,608.274946034,NOT
44.4266666667,264.111288889,TCP,75,3332,5,6.66666666667,2098,80,16.2515011272,NOT
1399.66964286,118954.774793,TCP,112,156763,11,9.82142857143,80,2098,344.898209321,NOT
52.3529411765,653.757785467,TCP,17,890,3,17.6470588235,2112,80,25.5686875977,NOT
891,426544,TCP,11,9801,3,27.2727272727,80,2112,653.103360886,NOT
48,0,TCP,6,288,0,0,2027,6667,0,BOT
40,0,TCP,3,120,0,0,6667,2027,0,BOT
131,0,UDP,1,131,0,0,12518,31037,0,NOT
326,0,UDP,2,652,0,0,31037,12518,0,NOT
131,0,UDP,1,131,0,0,30375,32234,0,NOT
326,0,UDP,2,652,0,0,32234,30375,0,NOT
126,0,UDP,2,252,0,0,29676,46658,0,NOT
319,0,UDP,1,319,0,0,46658,29676,0,NOT
48,0,TCP,6,288,0,0,1083,3128,0,BOT
48,0,TCP,6,288,0,0,4122,6667,0,BOT
40,0,TCP,3,120,0,0,6667,4122,0,BOT
48,0,TCP,4,192,0,0,1367,6667,0,BOT
