,protocol,pack_exc,pack_push,percent_push,src_port,dst_port,std_byte,class
4589,4,8,1,0.0,3129,80,3.46410161514,2
4590,4,3,1,0.0,80,3129,3.77123616633,2
4591,4,8,1,0.0,3130,80,3.46410161514,2
4592,4,3,1,0.0,80,3130,3.77123616633,2
4593,4,8,1,0.0,3131,80,3.46410161514,2
4594,4,3,1,0.0,80,3131,3.77123616633,2
4595,4,8,1,0.0,3132,80,3.46410161514,2
4596,4,3,1,0.0,80,3132,3.77123616633,2
4597,4,8,1,0.0,3133,80,3.46410161514,2
4598,4,3,1,0.0,80,3133,3.77123616633,2
4599,4,8,1,0.0,3134,80,3.46410161514,2
4600,4,3,1,0.0,80,3134,3.77123616633,2
4601,4,8,1,0.0,3135,80,3.46410161514,2
4602,4,3,1,0.0,80,3135,3.77123616633,2
4603,4,8,1,0.0,3136,80,3.46410161514,2
4604,4,3,1,0.0,80,3136,3.77123616633,2
4605,4,8,1,0.0,2965,80,3.46410161514,2
4606,4,3,1,0.0,80,2965,3.77123616633,2
4607,4,8,1,0.0,3137,80,3.46410161514,2
4608,4,3,1,0.0,80,3137,3.77123616633,2
4609,4,8,1,0.0,3138,80,3.46410161514,2
4610,4,3,1,0.0,80,3138,3.77123616633,2
4611,4,8,1,0.0,3139,80,3.46410161514,2
4612,4,3,1,0.0,80,3139,3.77123616633,2
4613,4,8,1,0.0,3140,80,3.46410161514,2
4614,4,3,1,0.0,80,3140,3.77123616633,2
4615,4,8,1,0.0,3141,80,3.46410161514,2
4616,4,3,1,0.0,80,3141,3.77123616633,2
4617,4,8,1,0.0,3142,80,3.46410161514,2
4618,4,3,1,0.0,80,3142,3.77123616633,2
4619,4,8,1,0.0,3143,80,3.46410161514,2
4620,4,3,1,0.0,80,3143,3.77123616633,2
4621,4,8,1,0.0,3144,80,3.46410161514,2
4622,4,3,1,0.0,80,3144,3.77123616633,2
4623,4,8,1,0.0,3145,80,3.46410161514,2
4624,4,3,1,0.0,80,3145,3.77123616633,2
4625,4,8,1,0.0,3146,80,3.46410161514,2
4626,4,3,1,0.0,80,3146,3.77123616633,2
4627,4,8,1,0.0,2966,80,3.46410161514,2
4628,4,3,1,0.0,80,2966,3.77123616633,2
4629,4,6,1,0.0,2948,80,0.0,2
4630,4,8,1,0.0,3147,80,3.46410161514,2
4631,4,3,1,0.0,80,3147,3.77123616633,2
4632,4,8,1,0.0,3148,80,3.46410161514,2
4633,4,3,1,0.0,80,3148,3.77123616633,2
4634,4,8,1,0.0,3149,80,3.46410161514,2
4635,4,3,1,0.0,80,3149,3.77123616633,2
4636,4,8,1,0.0,3150,80,3.46410161514,2
4637,4,3,1,0.0,80,3150,3.77123616633,2
4638,4,8,1,0.0,3151,80,3.46410161514,2
4639,4,3,1,0.0,80,3151,3.77123616633,2
4640,4,8,1,0.0,3152,80,3.46410161514,2
4641,4,3,1,0.0,80,3152,3.77123616633,2
4642,4,8,1,0.0,3153,80,3.46410161514,2
4643,4,3,1,0.0,80,3153,3.77123616633,2
4644,4,8,1,0.0,3154,80,3.46410161514,2
4645,4,3,1,0.0,80,3154,3.77123616633,2
4646,4,8,1,0.0,3155,80,3.46410161514,2
4647,4,3,1,0.0,80,3155,3.77123616633,2
4648,4,8,1,0.0,3156,80,3.46410161514,2
4649,4,3,1,0.0,80,3156,3.77123616633,2
4650,4,8,1,0.0,2967,80,3.46410161514,2
4651,4,3,1,0.0,80,2967,3.77123616633,2
4652,4,8,1,0.0,3157,80,3.46410161514,2
4653,4,3,1,0.0,80,3157,3.77123616633,2
4654,4,8,1,0.0,3158,80,3.46410161514,2
4655,4,3,1,0.0,80,3158,3.77123616633,2
4656,4,8,1,0.0,3159,80,3.46410161514,2
4657,4,3,1,0.0,80,3159,3.77123616633,2
4658,4,8,1,0.0,3160,80,3.46410161514,2
4659,4,3,1,0.0,80,3160,3.77123616633,2
4660,4,8,1,0.0,3161,80,3.46410161514,2
4661,4,3,1,0.0,80,3161,3.77123616633,2
4662,4,8,1,0.0,3162,80,3.46410161514,2
4663,4,3,1,0.0,80,3162,3.77123616633,2
4664,4,8,1,0.0,3163,80,3.46410161514,2
4665,4,3,1,0.0,80,3163,3.77123616633,2
4666,4,8,1,0.0,3164,80,3.46410161514,2
4667,4,3,1,0.0,80,3164,3.77123616633,2
4668,4,8,1,0.0,3165,80,3.46410161514,2
4669,4,3,1,0.0,80,3165,3.77123616633,2
4670,4,8,1,0.0,3166,80,3.46410161514,2
4671,4,3,1,0.0,80,3166,3.77123616633,2
4672,4,8,1,0.0,2968,80,3.46410161514,2
4673,4,3,1,0.0,80,2968,3.77123616633,2
4674,4,8,1,0.0,3167,80,3.46410161514,2
4675,4,3,1,0.0,80,3167,3.77123616633,2
4676,4,8,1,0.0,3168,80,3.46410161514,2
4677,4,3,1,0.0,80,3168,3.77123616633,2
4678,4,8,1,0.0,3169,80,3.46410161514,2
4679,4,3,1,0.0,80,3169,3.77123616633,2
4680,4,8,1,0.0,3170,80,3.46410161514,2
4681,4,3,1,0.0,80,3170,3.77123616633,2
4682,4,8,1,0.0,3171,80,3.46410161514,2
4683,4,3,1,0.0,80,3171,3.77123616633,2
4684,4,8,1,0.0,3172,80,3.46410161514,2
4685,4,3,1,0.0,80,3172,3.77123616633,2
4686,4,8,1,0.0,3173,80,3.46410161514,2
4687,4,3,1,0.0,80,3173,3.77123616633,2
4688,4,8,1,0.0,3174,80,3.46410161514,2
4689,4,3,1,0.0,80,3174,3.77123616633,2
4690,4,8,1,0.0,3175,80,3.46410161514,2
4691,4,3,1,0.0,80,3175,3.77123616633,2
4692,4,8,1,0.0,3176,80,3.46410161514,2
4693,4,3,1,0.0,80,3176,3.77123616633,2
4694,4,8,1,0.0,2969,80,3.46410161514,2
4695,4,3,1,0.0,80,2969,3.77123616633,2
4696,4,8,1,0.0,3177,80,3.46410161514,2
4697,4,3,1,0.0,80,3177,3.77123616633,2
4698,4,8,1,0.0,3178,80,3.46410161514,2
4699,4,3,1,0.0,80,3178,3.77123616633,2
4700,4,8,1,0.0,3179,80,3.46410161514,2
4701,4,3,1,0.0,80,3179,3.77123616633,2
4702,4,8,1,0.0,3180,80,3.46410161514,2
4703,4,3,1,0.0,80,3180,3.77123616633,2
4704,4,8,1,0.0,3181,80,3.46410161514,2
4705,4,3,1,0.0,80,3181,3.77123616633,2
4706,4,8,1,0.0,3182,80,3.46410161514,2
4707,4,3,1,0.0,80,3182,3.77123616633,2
4708,4,8,1,0.0,3183,80,3.46410161514,2
4709,4,3,1,0.0,80,3183,3.77123616633,2
4710,4,8,1,0.0,3184,80,3.46410161514,2
4711,4,3,1,0.0,80,3184,3.77123616633,2
4712,4,8,1,0.0,3185,80,3.46410161514,2
4713,4,3,1,0.0,80,3185,3.77123616633,2
4714,4,8,1,0.0,3186,80,3.46410161514,2
4715,4,3,1,0.0,80,3186,3.77123616633,2
4716,4,8,1,0.0,2970,80,3.46410161514,2
4717,4,3,1,0.0,80,2970,3.77123616633,2
4718,4,8,1,0.0,3187,80,3.46410161514,2
4719,4,3,1,0.0,80,3187,3.77123616633,2
4720,4,8,1,0.0,3188,80,3.46410161514,2
4721,4,3,1,0.0,80,3188,3.77123616633,2
4722,4,8,1,0.0,3189,80,3.46410161514,2
4723,4,3,1,0.0,80,3189,3.77123616633,2
4724,4,8,1,0.0,3190,80,3.46410161514,2
4725,4,3,1,0.0,80,3190,3.77123616633,2
4726,4,8,1,0.0,3191,80,3.46410161514,2
4727,4,3,1,0.0,80,3191,3.77123616633,2
4728,4,8,1,0.0,3192,80,3.46410161514,2
4729,4,3,1,0.0,80,3192,3.77123616633,2
4730,4,8,1,0.0,3193,80,3.46410161514,2
4731,4,3,1,0.0,80,3193,3.77123616633,2
4732,4,8,1,0.0,3194,80,3.46410161514,2
4733,4,3,1,0.0,80,3194,3.77123616633,2
4734,4,8,1,0.0,3195,80,3.46410161514,2
4735,4,3,1,0.0,80,3195,3.77123616633,2
4736,4,8,1,0.0,3196,80,3.46410161514,2
4737,4,3,1,0.0,80,3196,3.77123616633,2
4738,4,10,1,0.0,2971,80,3.2,2
4739,4,4,1,0.0,80,2971,3.46410161514,2
4740,4,8,1,0.0,3197,80,3.46410161514,2
4741,4,3,1,0.0,80,3197,3.77123616633,2
4742,4,8,1,0.0,3198,80,3.46410161514,2
4743,4,3,1,0.0,80,3198,3.77123616633,2
4744,4,8,1,0.0,3199,80,3.46410161514,2
4745,4,3,1,0.0,80,3199,3.77123616633,2
4746,4,8,1,0.0,3200,80,3.46410161514,2
4747,4,3,1,0.0,80,3200,3.77123616633,2
4748,4,8,1,0.0,3201,80,3.46410161514,2
4749,4,3,1,0.0,80,3201,3.77123616633,2
4750,4,6,1,0.0,3202,80,0.0,2
4751,4,8,1,0.0,2972,80,3.46410161514,2
4752,4,3,1,0.0,80,2972,3.77123616633,2
4753,4,8,1,0.0,2973,80,3.46410161514,2
4754,4,3,1,0.0,80,2973,3.77123616633,2
4755,4,8,1,0.0,2974,80,3.46410161514,2
4756,4,3,1,0.0,80,2974,3.77123616633,2
4757,4,8,1,0.0,2975,80,3.46410161514,2
4758,4,3,1,0.0,80,2975,3.77123616633,2
4759,4,8,1,0.0,2976,80,3.46410161514,2
4760,4,3,1,0.0,80,2976,3.77123616633,2
4761,4,6,1,0.0,2949,80,0.0,2
4762,4,8,1,0.0,2977,80,3.46410161514,2
4763,4,3,1,0.0,80,2977,3.77123616633,2
4764,4,8,1,0.0,2978,80,3.46410161514,2
4765,4,3,1,0.0,80,2978,3.77123616633,2
4766,4,8,1,0.0,2979,80,3.46410161514,2
4767,4,3,1,0.0,80,2979,3.77123616633,2
4768,4,8,1,0.0,2980,80,3.46410161514,2
4769,4,3,1,0.0,80,2980,3.77123616633,2
4770,4,8,1,0.0,2981,80,3.46410161514,2
4771,4,3,1,0.0,80,2981,3.77123616633,2
4772,4,8,1,0.0,2982,80,3.46410161514,2
4773,4,3,1,0.0,80,2982,3.77123616633,2
4774,4,8,1,0.0,2983,80,3.46410161514,2
4775,4,3,1,0.0,80,2983,3.77123616633,2
4776,4,8,1,0.0,2984,80,3.46410161514,2
4777,4,3,1,0.0,80,2984,3.77123616633,2
4778,4,8,1,0.0,2985,80,3.46410161514,2
4779,4,3,1,0.0,80,2985,3.77123616633,2
4780,4,8,1,0.0,2986,80,3.46410161514,2
4781,4,3,1,0.0,80,2986,3.77123616633,2
4782,4,6,1,0.0,2950,80,0.0,2
4783,4,8,1,0.0,2987,80,3.46410161514,2
4784,4,3,1,0.0,80,2987,3.77123616633,2
4785,4,8,1,0.0,2988,80,3.46410161514,2
4786,4,3,1,0.0,80,2988,3.77123616633,2
4787,4,8,1,0.0,2989,80,3.46410161514,2
4788,4,3,1,0.0,80,2989,3.77123616633,2
4789,4,8,1,0.0,2990,80,3.46410161514,2
4790,4,3,1,0.0,80,2990,3.77123616633,2
4791,4,8,1,0.0,2991,80,3.46410161514,2
4792,4,3,1,0.0,80,2991,3.77123616633,2
4793,4,8,1,0.0,2992,80,3.46410161514,2
4794,4,3,1,0.0,80,2992,3.77123616633,2
4795,4,8,1,0.0,2993,80,3.46410161514,2
4796,4,3,1,0.0,80,2993,3.77123616633,2
4797,4,8,1,0.0,2994,80,3.46410161514,2
4798,4,3,1,0.0,80,2994,3.77123616633,2
4799,4,8,1,0.0,2995,80,3.46410161514,2
4800,4,3,1,0.0,80,2995,3.77123616633,2
4801,4,8,1,0.0,2996,80,3.46410161514,2
4802,4,3,1,0.0,80,2996,3.77123616633,2
4803,4,6,1,0.0,2951,80,0.0,2
4804,4,8,1,0.0,2997,80,3.46410161514,2
4805,4,3,1,0.0,80,2997,3.77123616633,2
4806,4,8,1,0.0,2998,80,3.46410161514,2
4807,4,3,1,0.0,80,2998,3.77123616633,2
4808,4,8,1,0.0,2999,80,3.46410161514,2
4809,4,3,1,0.0,80,2999,3.77123616633,2
4810,4,8,1,0.0,3000,80,3.46410161514,2
4811,4,3,1,0.0,80,3000,3.77123616633,2
4812,4,8,1,0.0,3001,80,3.46410161514,2
4813,4,3,1,0.0,80,3001,3.77123616633,2
4814,4,8,1,0.0,3002,80,3.46410161514,2
4815,4,3,1,0.0,80,3002,3.77123616633,2
4816,4,8,1,0.0,3003,80,3.46410161514,2
4817,4,3,1,0.0,80,3003,3.77123616633,2
4818,4,8,1,0.0,3004,80,3.46410161514,2
4819,4,3,1,0.0,80,3004,3.77123616633,2
4820,4,8,1,0.0,3005,80,3.46410161514,2
4821,4,3,1,0.0,80,3005,3.77123616633,2
4822,4,8,1,0.0,3006,80,3.46410161514,2
4823,4,3,1,0.0,80,3006,3.77123616633,2
4824,4,8,1,0.0,2952,80,3.46410161514,2
4825,4,3,1,0.0,80,2952,3.77123616633,2
4826,4,8,1,0.0,3007,80,3.46410161514,2
4827,4,3,1,0.0,80,3007,3.77123616633,2
4828,4,8,1,0.0,3008,80,3.46410161514,2
4829,4,3,1,0.0,80,3008,3.77123616633,2
4830,4,10,1,0.0,3009,80,3.2,2
4831,4,4,1,0.0,80,3009,3.46410161514,2
4832,4,8,1,0.0,3010,80,3.46410161514,2
4833,4,3,1,0.0,80,3010,3.77123616633,2
4834,4,8,1,0.0,3011,80,3.46410161514,2
4835,4,3,1,0.0,80,3011,3.77123616633,2
4836,4,8,1,0.0,3012,80,3.46410161514,2
4837,4,3,1,0.0,80,3012,3.77123616633,2
4838,4,8,1,0.0,3013,80,3.46410161514,2
4839,4,3,1,0.0,80,3013,3.77123616633,2
4840,4,8,1,0.0,3014,80,3.46410161514,2
4841,4,3,1,0.0,80,3014,3.77123616633,2
4842,4,8,1,0.0,3015,80,3.46410161514,2
4843,4,3,1,0.0,80,3015,3.77123616633,2
4844,4,8,1,0.0,3016,80,3.46410161514,2
4845,4,3,1,0.0,80,3016,3.77123616633,2
4846,4,8,1,0.0,2953,80,3.46410161514,2
4847,4,3,1,0.0,80,2953,3.77123616633,2
4848,4,8,1,0.0,3017,80,3.46410161514,2
4849,4,3,1,0.0,80,3017,3.77123616633,2
4850,4,8,1,0.0,3018,80,3.46410161514,2
4851,4,3,1,0.0,80,3018,3.77123616633,2
4852,4,8,1,0.0,3019,80,3.46410161514,2
4853,4,3,1,0.0,80,3019,3.77123616633,2
4854,4,8,1,0.0,3020,80,3.46410161514,2
4855,4,3,1,0.0,80,3020,3.77123616633,2
4856,4,8,1,0.0,3021,80,3.46410161514,2
4857,4,3,1,0.0,80,3021,3.77123616633,2
4858,4,8,1,0.0,3022,80,3.46410161514,2
4859,4,3,1,0.0,80,3022,3.77123616633,2
4860,4,8,1,0.0,3023,80,3.46410161514,2
4861,4,3,1,0.0,80,3023,3.77123616633,2
4862,4,8,1,0.0,3024,80,3.46410161514,2
4863,4,3,1,0.0,80,3024,3.77123616633,2
4864,4,8,1,0.0,3025,80,3.46410161514,2
4865,4,3,1,0.0,80,3025,3.77123616633,2
4866,4,8,1,0.0,3026,80,3.46410161514,2
4867,4,3,1,0.0,80,3026,3.77123616633,2
4868,4,8,1,0.0,2954,80,3.46410161514,2
4869,4,3,1,0.0,80,2954,3.77123616633,2
4870,4,8,1,0.0,3027,80,3.46410161514,2
4871,4,3,1,0.0,80,3027,3.77123616633,2
4872,4,8,1,0.0,3028,80,3.46410161514,2
4873,4,3,1,0.0,80,3028,3.77123616633,2
4874,4,8,1,0.0,3029,80,3.46410161514,2
4875,4,3,1,0.0,80,3029,3.77123616633,2
4876,4,8,1,0.0,3030,80,3.46410161514,2
4877,4,3,1,0.0,80,3030,3.77123616633,2
4878,4,8,1,0.0,3031,80,3.46410161514,2
4879,4,3,1,0.0,80,3031,3.77123616633,2
4880,4,8,1,0.0,3032,80,3.46410161514,2
4881,4,3,1,0.0,80,3032,3.77123616633,2
4882,4,8,1,0.0,3033,80,3.46410161514,2
4883,4,3,1,0.0,80,3033,3.77123616633,2
4884,4,8,1,0.0,3034,80,3.46410161514,2
4885,4,3,1,0.0,80,3034,3.77123616633,2
4886,4,8,1,0.0,3035,80,3.46410161514,2
4887,4,3,1,0.0,80,3035,3.77123616633,2
4888,4,8,1,0.0,3036,80,3.46410161514,2
4889,4,3,1,0.0,80,3036,3.77123616633,2
4890,4,8,1,0.0,2955,80,3.46410161514,2
4891,4,3,1,0.0,80,2955,3.77123616633,2
4892,4,8,1,0.0,3037,80,3.46410161514,2
4893,4,3,1,0.0,80,3037,3.77123616633,2
4894,4,8,1,0.0,3038,80,3.46410161514,2
4895,4,3,1,0.0,80,3038,3.77123616633,2
4896,4,8,1,0.0,3039,80,3.46410161514,2
4897,4,3,1,0.0,80,3039,3.77123616633,2
4898,4,8,1,0.0,3040,80,3.46410161514,2
4899,4,3,1,0.0,80,3040,3.77123616633,2
4900,4,8,1,0.0,3041,80,3.46410161514,2
4901,4,3,1,0.0,80,3041,3.77123616633,2
4902,4,8,1,0.0,3042,80,3.46410161514,2
4903,4,3,1,0.0,80,3042,3.77123616633,2
4904,4,8,1,0.0,3043,80,3.46410161514,2
4905,4,3,1,0.0,80,3043,3.77123616633,2
4906,4,8,1,0.0,3044,80,3.46410161514,2
4907,4,3,1,0.0,80,3044,3.77123616633,2
4908,4,8,1,0.0,3045,80,3.46410161514,2
4909,4,3,1,0.0,80,3045,3.77123616633,2
4910,4,8,1,0.0,3046,80,3.46410161514,2
4911,4,3,1,0.0,80,3046,3.77123616633,2
4912,4,8,1,0.0,2956,80,3.46410161514,2
4913,4,3,1,0.0,80,2956,3.77123616633,2
4914,4,6,1,0.0,3203,80,0.0,2
4915,4,6,1,0.0,3204,80,0.0,2
4916,4,8,1,0.0,3205,80,3.46410161514,2
4917,4,3,1,0.0,80,3205,3.77123616633,2
4918,4,6,1,0.0,3206,80,0.0,2
4919,4,6,1,0.0,3207,80,0.0,2
4920,4,6,1,0.0,3208,80,0.0,2
4921,4,6,1,0.0,3209,80,0.0,2
4922,4,6,1,0.0,3210,80,0.0,2
4923,4,6,1,0.0,3211,80,0.0,2
4924,4,6,1,0.0,3212,80,0.0,2
4925,4,6,1,0.0,3213,80,0.0,2
4926,4,6,1,0.0,3214,80,0.0,2
4927,4,6,1,0.0,3215,80,0.0,2
4928,4,6,1,0.0,3216,80,0.0,2
4929,4,8,1,0.0,3217,80,3.46410161514,2
4930,4,3,1,0.0,80,3217,3.77123616633,2
4931,4,6,1,0.0,3218,80,0.0,2
4932,4,6,1,0.0,3219,80,0.0,2
4933,4,6,1,0.0,3220,80,0.0,2
4934,4,6,1,0.0,3221,80,0.0,2
4935,4,3,1,0.0,80,3221,0.0,2
4936,4,6,1,0.0,3222,80,0.0,2
4937,4,6,1,0.0,3223,80,0.0,2
4938,4,3,1,0.0,80,3223,0.0,2
4939,4,6,1,0.0,3224,80,0.0,2
4940,4,6,1,0.0,3225,80,0.0,2
4941,3,2,1,0.0,61852,31037,0.0,1
4942,3,1,1,0.0,36051,29676,0.0,1
4943,3,2,1,0.0,29676,36051,0.0,1
4944,4,4,1,0.0,2100,6667,0.0,2
4945,4,2,1,0.0,1091,6667,0.0,2
4946,4,6,1,0.0,2313,6667,0.0,2
4947,4,2,1,0.0,6667,2313,0.0,2
4948,4,6,1,0.0,2576,6667,0.0,2
4949,4,3,1,0.0,6667,2576,0.0,2
4950,4,6,1,0.0,3870,6667,0.0,2
4951,4,4,1,0.0,3609,6667,0.0,2
4952,3,4,1,0.0,29676,52342,0.0,1
4953,3,1,1,0.0,46813,32234,0.0,1
4954,3,2,1,0.0,32234,46813,0.0,1
4955,3,1,1,0.0,26562,31037,0.0,1
4956,3,1,1,0.0,9023,31037,0.0,1
4957,3,2,1,0.0,31037,9023,0.0,1
4958,3,24,1,0.0,7600,7600,12.8921137608,1
4959,3,172,1,0.0,7600,7600,176.498151889,1
4960,3,6,1,0.0,11015,32234,0.0,1
4961,3,12,1,0.0,32234,11015,0.0,1
4962,3,1,1,0.0,9005,32234,0.0,1
4963,3,2,1,0.0,32234,9005,0.0,1
4964,3,4,1,0.0,32234,30266,0.0,1
4965,3,1,1,0.0,30266,32234,0.0,1
4966,4,4,1,0.0,1652,6667,0.0,2
4967,4,4,1,0.0,1994,6667,0.0,2
4968,4,4,1,0.0,3737,6667,0.0,2
4969,3,2,1,0.0,7600,3802,0.0,1
4970,3,2,1,0.0,7600,7600,0.0,1
4971,3,1,1,0.0,7600,7600,0.0,1
4972,3,38,1,0.0,7600,7600,4.7277690884800005,1
4973,3,224,1,0.0,7600,7600,128.941302053,1
4974,3,4,1,0.0,31037,22642,0.0,1
4975,3,1,1,0.0,15380,29676,0.0,1
4976,3,2,1,0.0,29676,15380,0.0,1
4977,3,2,1,0.0,16882,31037,18.0,1
4978,3,4,1,0.0,31037,16882,124.5,1
4979,3,49,1,0.0,7600,7600,9.57914922936,1
4980,3,344,1,0.0,7600,7600,125.92436585799999,1
4981,3,1,1,0.0,33521,29676,0.0,1
4982,3,2,1,0.0,29676,33521,0.0,1
4983,3,4,1,0.0,29676,42479,0.0,1
4984,3,2,1,0.0,7600,7600,35.5,1
4985,3,4,1,0.0,7600,7600,35.0,1
4986,3,1,1,0.0,20904,32234,0.0,1
4987,3,2,1,0.0,32234,20904,0.0,1
4988,3,1,1,0.0,7600,7600,0.0,1
4989,3,4,1,0.0,7600,7600,0.0,1
4990,4,4,1,0.0,2598,6667,0.0,2
4991,3,3,1,0.0,53165,32234,0.0,1
4992,3,2,1,0.0,32234,4041,0.0,1
4993,3,1,1,0.0,4041,32234,0.0,1
4994,3,1,1,0.0,53527,29676,0.0,1
4995,3,1,1,0.0,58713,29676,0.0,1
4996,3,1,1,0.0,36225,32234,0.0,1
4997,3,2,1,0.0,32234,36225,0.0,1
4998,3,4,1,0.0,29676,59188,0.0,1
4999,3,1,1,0.0,26372,29676,0.0,1
5000,3,2,1,0.0,29676,26372,0.0,1
5001,3,1,1,0.0,58018,31037,0.0,1
5002,3,2,1,0.0,31037,58018,0.0,1
5003,3,1,1,0.0,52735,32234,0.0,1
5004,3,4,1,0.0,32234,8015,0.0,1
5005,3,2,1,0.0,8015,32234,0.0,1
5006,3,50,1,0.0,7600,7600,12.8973795788,1
5007,3,28,1,0.0,7600,7600,297.53151093599996,1
5008,3,32,1,0.0,7600,7600,11.300191854000001,1
5009,3,234,1,0.0,7600,7600,152.042016024,1
5010,3,2,1,0.0,59523,7600,35.5,1
5011,3,4,1,0.0,7600,59523,35.0,1
5012,3,1,1,0.0,51125,32234,0.0,1
5013,3,2,1,0.0,32234,51125,0.0,1
5014,3,16,1,0.0,20653,7600,15.9362744627,1
5015,3,106,1,0.0,7600,20653,222.287374255,1
5016,3,1,1,0.0,60279,29676,0.0,1
5017,3,2,1,0.0,29676,60279,0.0,1
5018,3,1,1,0.0,59900,32234,0.0,1
5019,3,2,1,0.0,32234,59900,0.0,1
5020,3,2,1,0.0,7600,22060,0.0,1
5021,3,1,1,0.0,22060,7600,0.0,1
5022,3,2,1,0.0,7600,7600,0.0,1
5023,3,1,1,0.0,45000,31037,0.0,1
5024,3,2,1,0.0,31037,45000,0.0,1
5025,4,6,1,0.0,4733,6667,0.0,2
5026,3,4,1,0.0,29676,17199,0.0,1
5027,3,1,1,0.0,16553,31037,0.0,1
5028,3,2,1,0.0,31037,16553,0.0,1
5029,3,2,1,0.0,32234,13481,0.0,1
5030,3,1,1,0.0,13481,32234,0.0,1
5031,3,1,1,0.0,59147,32234,0.0,1
5032,3,2,1,0.0,32234,59147,0.0,1
5033,3,2,1,0.0,7600,7600,35.5,1
5034,3,4,1,0.0,7600,7600,35.0,1
5035,3,1,1,0.0,32264,29676,0.0,1
5036,3,2,1,0.0,29676,32264,0.0,1
5037,3,1,1,0.0,49854,29676,0.0,1
5038,3,2,1,0.0,29676,49854,0.0,1
5039,3,1,1,0.0,55160,31037,0.0,1
5040,3,2,1,0.0,31037,55160,0.0,1
5041,3,4,1,0.0,32234,45864,0.0,1
5042,3,4,1,0.0,31037,45864,0.0,1
5043,3,4,1,0.0,29676,59358,0.0,1
5044,4,6,1,0.0,1075,3128,0.0,2
5045,4,4,1,0.0,4231,6667,0.0,2
5046,4,4,1,0.0,3903,6667,0.0,2
5047,4,6,1,0.0,4959,6667,0.0,2
5048,4,6,1,0.0,1067,3128,0.0,2
5049,4,6,1,0.0,1083,3128,0.0,2
5050,4,6,1,0.0,4584,6667,0.0,2
5051,4,3,1,0.0,6667,4584,0.0,2
5052,3,1,1,0.0,44802,29676,0.0,1
5053,3,2,1,0.0,29676,44802,0.0,1
5054,3,1,1,0.0,20348,32234,0.0,1
5055,3,2,1,0.0,32234,20348,0.0,1
5056,3,1,1,0.0,25996,31037,0.0,1
5057,3,2,1,0.0,31037,25996,0.0,1
5058,3,1,1,0.0,12237,29676,0.0,1
5059,3,2,1,0.0,29676,12237,0.0,1
5060,3,4,1,0.0,32234,44708,0.0,1
5061,3,4,1,0.0,31037,44708,0.0,1
5062,3,3,1,0.0,51912,29676,0.0,1
5063,3,6,1,0.0,29676,51912,0.0,1
5064,3,1,1,0.0,24806,31037,0.0,1
5065,3,2,1,0.0,31037,24806,0.0,1
5066,3,4,1,0.0,31037,22992,0.0,1
5067,3,29,1,0.0,7600,7600,11.8688833674,1
5068,3,204,1,0.0,7600,7600,162.523250636,1
5069,3,4,1,0.0,29676,23799,0.0,1
5070,3,2,1,0.0,23799,29676,0.0,1
5071,3,1,1,0.0,40259,31037,0.0,1
5072,3,2,1,0.0,31037,40259,0.0,1
5073,3,1,1,0.0,40223,31037,0.0,1
5074,3,2,1,0.0,31037,40223,0.0,1
5075,3,1,1,0.0,12831,29676,0.0,1
5076,3,8,1,0.0,29676,12831,92.967736339,1
5077,4,12,1,0.0,4260,25,0.0,2
5078,4,12,1,0.0,1611,25,0.0,2
5079,3,1,1,0.0,38461,31037,0.0,1
5080,3,2,1,0.0,31037,38461,0.0,1
5081,3,1,1,0.0,53883,32234,0.0,1
5082,3,4,1,0.0,32234,55131,0.0,1
5083,3,4,1,0.0,29676,55131,0.0,1
5084,3,1,1,0.0,7600,7600,0.0,1
5085,3,2,1,0.0,7600,7600,0.0,1
5086,3,14,1,0.0,7600,7600,32.8794955024,1
5087,3,8,1,0.0,7600,7600,487.12908966699996,1
5088,3,2,1,0.0,7600,7600,0.0,1
5089,3,1,1,0.0,7600,7600,0.0,1
5090,3,1,1,0.0,4807,7600,0.0,1
5091,3,2,1,0.0,7600,4807,0.0,1
5092,3,2,1,0.0,3147,7600,35.5,1
5093,3,4,1,0.0,7600,3147,35.0,1
5094,3,146,1,0.0,7600,7600,7.232828066460001,1
5095,3,580,1,0.0,7600,7600,97.3275861458,1
5096,3,2,1,0.0,7600,7600,35.5,1
5097,3,4,1,0.0,7600,7600,35.0,1
5098,3,64,1,0.0,20654,7600,10.0471422982,1
5099,3,532,1,0.0,7600,20654,101.575620344,1
5100,3,5,1,0.0,7600,7600,28.4,1
5101,3,10,1,0.0,7600,7600,28.0,1
5102,3,6,1,0.0,7600,2235,32.9983164554,1
5103,3,2,1,0.0,2235,7600,35.5,1
5104,3,75,1,0.0,7600,7600,8.8654535511,1
5105,3,696,1,0.0,7600,7600,102.94798707,1
5106,3,116,1,0.0,7600,26211,246.725080121,1
5107,3,17,1,0.0,26211,7600,15.465554985299999,1
5108,3,4,1,0.0,7600,7600,0.0,1
5109,3,1,1,0.0,7600,7600,0.0,1
5110,3,2,1,0.0,5680,7600,35.5,1
5111,3,6,1,0.0,7600,5680,32.9983164554,1
5112,3,2,1,0.0,6411,7600,35.5,1
5113,3,4,1,0.0,7600,6411,35.0,1
5114,3,4,1,0.0,7600,7600,35.5,1
5115,3,2,1,0.0,7600,7600,35.0,1
5116,3,5,1,0.0,7600,7600,34.7827543475,1
5117,3,8,1,0.0,7600,7600,30.3108891325,1
5118,3,269,1,0.0,7600,7600,6.88868949247,1
