perspect0,perspect1,class,confidence
2,2,1,"[25.103408073121162, 74.8965919268791]"
1,1,1,"[73.32092465141406, 26.679075348586203]"
2,2,1,"[5.857538694669383, 94.1424613053307]"
2,2,1,"[6.510658617214631, 93.48934138278531]"
2,2,1,"[25.863981135490764, 74.1360188645093]"
2,1,1,"[52.03330099286044, 47.966699007139574]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,2,1,"[5.993667991878985, 94.00633200812071]"
1,2,1,"[55.27319267689393, 44.726807323106165]"
2,2,1,"[25.15742700554725, 74.84257299445284]"
1,1,1,"[75.0186614544268, 24.981338545573145]"
2,1,1,"[51.419856444661086, 48.58014355533904]"
2,1,1,"[51.41863551869513, 48.5813644813048]"
2,2,1,"[5.5784748987157755, 94.42152510128403]"
2,2,1,"[6.245713997842558, 93.75428600215756]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,2,2,"[1.8959698865891623, 98.10403011341067]"
2,2,2,"[1.8949123801300518, 98.10508761986999]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.419856444661086, 48.58014355533904]"
2,1,1,"[51.41863551869513, 48.5813644813048]"
2,1,1,"[51.419856444661086, 48.58014355533904]"
2,1,1,"[51.41863551869513, 48.5813644813048]"
2,1,1,"[51.43292084760604, 48.56707915239364]"
2,1,1,"[51.418471627862864, 48.5815283721372]"
2,2,1,"[5.581621285234147, 94.41837871476591]"
2,2,1,"[6.244776288508154, 93.7552237114917]"
2,1,1,"[44.45615259850687, 55.543847401493196]"
2,1,1,"[45.31273697316793, 54.687263026831914]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[25.188843045296412, 74.81115695470368]"
2,2,1,"[25.18852506126791, 74.81147493873233]"
2,1,1,"[51.40809112511013, 48.591908874889924]"
2,1,1,"[51.42441136334232, 48.5755886366578]"
2,2,1,"[5.980257542896115, 94.01974245710366]"
2,2,1,"[6.637225511124846, 93.36277448887509]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[47.382354018212425, 52.61764598178764]"
2,1,1,"[46.72369865889621, 53.27630134110353]"
2,2,2,"[3.852827366497303, 96.14717263350272]"
2,2,2,"[4.146371818110978, 95.85362818188895]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,2,"[1.985189569304334, 98.01481043069575]"
1,1,2,"[93.72976169252874, 6.270238307471199]"
2,2,2,"[2.056299794484266, 97.9437002055156]"
1,1,2,"[81.40018891132014, 18.599811088679772]"
2,2,2,"[2.031876909216409, 97.96812309078372]"
1,1,2,"[94.91947919146284, 5.080520808536881]"
2,2,2,"[2.0333923000952248, 97.96660769990478]"
1,1,2,"[93.2979879478225, 6.702012052177397]"
2,2,2,"[2.034664001260884, 97.96533599873918]"
1,1,2,"[93.71301906513644, 6.286980934863429]"
2,2,2,"[2.014616303405416, 97.98538369659457]"
1,2,2,"[71.71314006311019, 28.28685993688991]"
2,2,2,"[1.9758673624593737, 98.02413263754065]"
2,2,2,"[9.301150588435881, 90.69884941156394]"
2,2,2,"[1.9767108841079977, 98.02328911589215]"
2,2,2,"[9.036825870191024, 90.96317412980903]"
2,2,2,"[1.9777542911842307, 98.02224570881586]"
2,2,2,"[9.175965442969217, 90.8240345570307]"
2,2,2,"[2.0749088019059125, 97.92509119809425]"
1,2,2,"[55.73880197056875, 44.261198029431284]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.41678432341027, 48.58321567658973]"
2,2,2,"[3.93327277062572, 96.06672722937424]"
2,2,2,"[4.226189656605486, 95.77381034339452]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.12367915430461, 74.87632084569526]"
1,1,1,"[68.27107317739056, 31.728926822609196]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[25.185812341227145, 74.81418765877288]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[51.408086409965016, 48.59191359003497]"
2,1,1,"[69.98793098336736, 30.012069016632786]"
2,2,1,"[25.10956468564598, 74.89043531435428]"
2,2,1,"[25.18966697742723, 74.81033302257276]"
2,2,1,"[25.111819045374784, 74.8881809546252]"
2,2,1,"[25.09580375815895, 74.90419624184094]"
2,2,1,"[25.111950118033757, 74.88804988196607]"
2,1,1,"[53.97244240830718, 46.02755759169286]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.108839813292583, 74.89116018670722]"
2,1,1,"[51.43927728382933, 48.560722716170496]"
1,1,1,"[99.56245599963974, 0.4375440003602872]"
2,1,1,"[51.39205954230318, 48.60794045769677]"
2,1,1,"[51.39174155827468, 48.60825844172542]"
2,2,1,"[26.045931572483, 73.95406842751693]"
1,2,1,"[74.46651912424649, 25.533480875753572]"
2,2,1,"[26.279368478666946, 73.72063152133299]"
1,2,1,"[74.44827181634443, 25.551728183655516]"
2,2,1,"[26.004217155015105, 73.99578284498489]"
1,2,1,"[74.87314761643027, 25.12685238356999]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[51.91356440751469, 48.086435592485216]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.185812341227145, 74.81418765877288]"
2,2,2,"[3.8069403632172296, 96.19305963678275]"
2,2,2,"[3.794418237589741, 96.20558176241032]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,2,1,"[1.95747622261836, 98.0425237773816]"
1,2,1,"[63.00123770065214, 36.99876229934787]"
2,2,1,"[2.4433902116727815, 97.55660978832748]"
1,2,1,"[50.22903900161396, 49.77096099838621]"
2,2,1,"[1.9574142112713044, 98.04258578872862]"
1,1,1,"[79.63270673459647, 20.367293265403426]"
2,2,1,"[1.9593205757564176, 98.0406794242436]"
1,2,1,"[74.8191727686269, 25.18082723137323]"
2,2,1,"[1.9587475569429507, 98.04125244305685]"
1,1,1,"[81.18592928692921, 18.814070713070915]"
2,2,1,"[1.9612107188796308, 98.0387892811203]"
1,1,1,"[81.33279955483093, 18.66720044516893]"
2,2,1,"[1.962064260487126, 98.03793573951305]"
1,1,1,"[80.54151698297956, 19.4584830170204]"
2,2,1,"[1.9618007813036646, 98.03819921869616]"
1,1,1,"[81.39058844813907, 18.609411551860763]"
2,2,1,"[1.961706523110364, 98.0382934768898]"
1,1,1,"[82.3884501246317, 17.61154987536845]"
2,2,1,"[1.9625613791777692, 98.03743862082209]"
1,1,1,"[83.66818381011836, 16.331816189881703]"
2,2,1,"[1.8901213793871408, 98.10987862061286]"
1,2,1,"[55.67951227674249, 44.32048772325754]"
2,2,1,"[1.8902050389843823, 98.10979496101554]"
2,2,1,"[2.009535829798642, 97.99046417020126]"
2,2,1,"[1.9419022271405812, 98.05809777285938]"
1,1,1,"[77.8709323836418, 22.12906761635826]"
2,2,1,"[1.973637944467707, 98.0263620555322]"
1,2,1,"[68.06192804953648, 31.938071950463637]"
2,2,1,"[1.8977662650808091, 98.10223373491924]"
1,2,1,"[49.76773214354424, 50.232267856455756]"
2,2,1,"[1.9321367473449236, 98.06786325265492]"
1,2,1,"[57.97784774363692, 42.022152256363384]"
2,2,1,"[1.900443891193033, 98.09955610880684]"
2,2,1,"[12.20977477668114, 87.79022522331883]"
2,2,1,"[1.952114081917822, 98.04788591808216]"
1,1,1,"[92.49816937169967, 7.501830628300325]"
2,2,1,"[1.9643554870369953, 98.03564451296292]"
1,2,1,"[69.69442290288895, 30.305577097111293]"
2,2,1,"[1.9356002952228608, 98.06439970477724]"
1,2,1,"[54.954657834139866, 45.04534216586013]"
2,2,1,"[1.93541442583138, 98.06458557416875]"
1,2,1,"[56.147106836895944, 43.852893163103786]"
2,2,1,"[1.9654778682028113, 98.03452213179726]"
1,1,1,"[83.67734530643743, 16.322654693562605]"
2,2,1,"[1.9365339460220747, 98.06346605397812]"
1,2,1,"[70.98843779701811, 29.011562202982063]"
2,2,1,"[1.9805237043181925, 98.01947629568195]"
1,1,1,"[84.81508864472576, 15.184911355274298]"
2,2,1,"[1.9789956281488394, 98.02100437185112]"
1,1,1,"[83.8179181086764, 16.182081891323456]"
2,2,1,"[1.9047018364926829, 98.0952981635073]"
1,2,1,"[56.457951507022536, 43.54204849297769]"
2,2,1,"[1.9380100660535475, 98.06198993394634]"
1,2,1,"[49.722344944711004, 50.277655055288854]"
2,2,1,"[1.9563926125023348, 98.04360738749762]"
1,1,1,"[81.2602301495888, 18.739769850411236]"
2,2,1,"[1.9940734177769457, 98.00592658222314]"
1,2,1,"[52.46472305176002, 47.535276948239684]"
2,2,1,"[1.9048480446871756, 98.0951519553127]"
1,2,1,"[45.85476188464719, 54.14523811535271]"
2,2,1,"[1.9047526936795935, 98.09524730632052]"
2,2,1,"[6.898539300947008, 93.10146069905292]"
2,2,1,"[1.9052747132870096, 98.09472528671289]"
2,2,1,"[5.120380461777216, 94.87961953822287]"
2,2,1,"[1.9060224869405613, 98.09397751305957]"
1,1,1,"[76.23707423456682, 23.762925765433234]"
2,2,1,"[1.9585516058833226, 98.04144839411651]"
1,1,1,"[81.97234696169635, 18.027653038303615]"
2,2,1,"[1.969152412177581, 98.03084758782231]"
1,1,1,"[92.2158023642946, 7.784197635705115]"
2,2,1,"[1.9703029561369867, 98.02969704386311]"
1,1,1,"[80.96233382121076, 19.037666178789234]"
2,2,2,"[3.809886955338335, 96.19011304466173]"
2,2,2,"[3.821349270288258, 96.17865072971166]"
2,2,2,"[1.9455778131987, 98.05442218680128]"
2,2,2,"[1.9569596599826666, 98.04304034001748]"
2,2,2,"[1.9481567322911428, 98.05184326770876]"
2,2,2,"[1.9589398234641475, 98.04106017653592]"
2,1,1,"[51.44429754629519, 48.55570245370466]"
2,1,1,"[51.91356440751469, 48.086435592485216]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,2,1,"[26.273291125793193, 73.72670887420693]"
1,2,1,"[73.77668471384432, 26.22331528615576]"
2,2,1,"[25.260406990781586, 74.73959300921848]"
1,1,1,"[75.4094487476729, 24.590551252327153]"
2,2,1,"[25.237483088558175, 74.76251691144208]"
1,1,1,"[75.07622100188654, 24.923778998113363]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.390856493469435, 48.609143506530586]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,1,1,"[51.40802241733067, 48.59197758266936]"
2,1,1,"[51.401782877648586, 48.59821712235172]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,1,1,"[51.46453957590067, 48.53546042409917]"
2,1,1,"[51.614021344772695, 48.385978655227476]"
2,1,1,"[51.41985621407611, 48.580143785924065]"
2,1,1,"[51.41863473016572, 48.58136526983427]"
2,2,1,"[25.100225223756436, 74.8997747762435]"
1,1,1,"[58.73071502855825, 41.269284971441834]"
2,1,1,"[51.41678432341027, 48.58321567658973]"
2,1,1,"[51.43841563426031, 48.561584365739755]"
2,2,1,"[25.130277989828045, 74.86972201017187]"
2,2,1,"[25.09580375815895, 74.90419624184094]"
2,1,1,"[51.44429754629519, 48.55570245370466]"
2,1,1,"[51.91356440751469, 48.086435592485216]"
2,2,1,"[6.2811270609436, 93.7188729390563]"
2,2,1,"[5.619099001252547, 94.38090099874731]"
2,2,1,"[9.549922984436913, 90.4500770155629]"
2,2,1,"[40.773681239857254, 59.22631876014262]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,1,1,"[51.39091807786506, 48.609081922134926]"
2,1,1,"[51.392883474434, 48.60711652556585]"
2,1,1,"[51.41272612746611, 48.58727387253401]"
2,1,1,"[51.470751395498105, 48.529248604501724]"
2,1,1,"[51.46956321850841, 48.53043678149142]"
2,1,1,"[72.52313802087903, 27.476861979121097]"
2,1,1,"[51.40809112511013, 48.591908874889924]"
2,1,1,"[51.3909180778171, 48.609081922182796]"
2,1,1,"[51.3909180778171, 48.609081922182796]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,2,2,"[1.961141048403475, 98.03885895159635]"
2,2,2,"[2.462731946059481, 97.53726805394044]"
2,2,2,"[2.2215810655659665, 97.77841893443392]"
2,2,2,"[2.4380254234089644, 97.56197457659096]"
2,2,2,"[2.244227556886144, 97.75577244311378]"
2,2,2,"[2.3559976110913063, 97.6440023889087]"
2,2,1,"[5.584538295309416, 94.4154617046907]"
2,2,1,"[6.249707670806592, 93.75029232919363]"
2,2,2,"[3.7986969076086874, 96.20130309239126]"
2,1,1,"[51.40809112511013, 48.591908874889924]"
2,1,1,"[51.38985167247043, 48.610148327529686]"
2,2,2,"[2.334387688330138, 97.66561231166979]"
2,1,1,"[51.449406904868816, 48.55059309513132]"
2,1,1,"[51.89674848529526, 48.10325151470488]"
2,2,2,"[2.0705650993804516, 97.92943490061951]"
2,2,2,"[1.9486328837285847, 98.05136711627134]"
2,2,2,"[2.1944874244826735, 97.80551257551721]"
2,1,1,"[51.44429754629519, 48.55570245370466]"
2,1,1,"[51.91356440751469, 48.086435592485216]"
2,1,1,"[51.40409230748168, 48.595907692518274]"
2,1,1,"[51.41502228500283, 48.58497771499726]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.443125603287584, 48.55687439671239]"
2,1,1,"[51.87590578481584, 48.124094215184115]"
2,1,1,"[51.477174044712115, 48.52282595528785]"
2,1,1,"[51.52333741912086, 48.47666258087917]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.40809112511013, 48.591908874889924]"
2,1,1,"[51.40219244135691, 48.59780755864318]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,2,1,"[25.098555031404725, 74.9014449685954]"
1,1,1,"[80.23568560259999, 19.76431439740015]"
2,1,1,"[51.44429754629519, 48.55570245370466]"
2,1,1,"[51.91356440751469, 48.086435592485216]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,2,1,"[25.18966697742723, 74.81033302257276]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[55.34216982581625, 44.65783017418354]"
1,1,1,"[99.99244684072764, 0.007553159272340631]"
2,1,1,"[50.28691140200643, 49.713088597993504]"
2,1,1,"[52.201801389892964, 47.79819861010719]"
1,1,1,"[100.0, 3.991985788477752e-34]"
2,1,1,"[51.419856444661086, 48.58014355533904]"
2,1,1,"[51.41863551869513, 48.5813644813048]"
2,1,1,"[51.419856444661086, 48.58014355533904]"
2,1,1,"[51.41863551869513, 48.5813644813048]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[51.477174044712115, 48.52282595528785]"
2,1,1,"[51.52333741912086, 48.47666258087917]"
2,2,2,"[4.298276919304932, 95.70172308069496]"
2,2,2,"[4.594972771390813, 95.40502722860936]"
2,2,2,"[1.6603977841035222, 98.33960221589639]"
1,2,2,"[32.473132274770784, 67.52686772522907]"
2,2,2,"[2.420170042878957, 97.57982995712081]"
2,2,2,"[3.5192444425875307, 96.48075555741242]"
2,2,2,"[1.407225112296616, 98.59277488770363]"
2,2,2,"[2.023350852086299, 97.97664914791372]"
2,2,2,"[1.7962589638403812, 98.20374103615967]"
1,2,2,"[33.143475705307296, 66.85652429469269]"
2,2,2,"[1.8894501649107207, 98.11054983508947]"
2,2,2,"[2.063382446006787, 97.93661755399305]"
2,2,2,"[2.292922194136126, 97.70707780586397]"
1,2,2,"[51.25561664699132, 48.744383353008644]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,1,1,"[51.44429754629519, 48.55570245370466]"
2,1,1,"[51.91356440751469, 48.086435592485216]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.811392590834394, 48.18860740916552]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.811392590834394, 48.18860740916552]"
2,1,1,"[51.44686848695596, 48.55313151304399]"
2,1,1,"[51.911183042738195, 48.08881695726197]"
2,2,1,"[25.6907310804263, 74.3092689195739]"
1,1,1,"[69.45746556423347, 30.54253443576632]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[51.91356440751469, 48.086435592485216]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[25.10548445511652, 74.8945155448836]"
1,1,1,"[61.49331872647227, 38.506681273527676]"
2,2,2,"[4.119077414487617, 95.88092258551237]"
2,2,2,"[5.589847905334179, 94.4101520946657]"
2,2,2,"[3.833817272804936, 96.16618272719509]"
2,2,2,"[4.371836662150715, 95.62816333784929]"
2,2,2,"[3.807120305123946, 96.19287969487605]"
2,2,2,"[4.100921710922226, 95.8990782890777]"
2,2,2,"[3.7935346120964404, 96.20646538790353]"
2,2,2,"[3.8061312397438796, 96.19386876025604]"
2,2,2,"[3.814150203623811, 96.1858497963762]"
2,2,2,"[3.7958176220598565, 96.20418237794021]"
2,2,2,"[3.816117609771373, 96.18388239022852]"
2,2,2,"[4.05111635953799, 95.94888364046187]"
2,1,1,"[51.40809112511013, 48.591908874889924]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.41900514430165, 48.58099485569834]"
2,1,1,"[51.50291199135188, 48.497088008648156]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.87590578481584, 48.124094215184115]"
2,1,1,"[51.71336882597866, 48.286631174021544]"
1,1,1,"[99.88530598594997, 0.11469401405012497]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.4131040412192, 48.586895958780936]"
1,1,1,"[92.64015415717053, 7.359845842829387]"
2,1,1,"[51.46271817440814, 48.537281825591734]"
1,1,1,"[99.90546378434786, 0.09453621565232236]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[51.91356440751469, 48.086435592485216]"
2,1,1,"[51.873055358157124, 48.12694464184304]"
1,1,1,"[99.9999998521492, 1.4785082756450159e-07]"
2,1,1,"[51.97674128655376, 48.023258713446275]"
1,1,1,"[99.99999997712727, 2.2872836157783233e-08]"
2,1,1,"[51.81975144418494, 48.180248555815076]"
1,1,1,"[99.99888486399576, 0.0011151360043884923]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,2,1,"[25.186635175463664, 74.81336482453659]"
2,2,1,"[26.149767099432133, 73.85023290056796]"
1,2,1,"[74.53681564793871, 25.463184352061273]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.14845900865801, 74.85154099134182]"
1,1,1,"[68.91328209147511, 31.08671790852481]"
2,2,1,"[25.090171180743962, 74.90982881925596]"
2,2,1,"[25.088668632165987, 74.91133136783424]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,1,1,"[51.443125603287584, 48.55687439671239]"
2,1,1,"[51.87590578481584, 48.124094215184115]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,2,1,"[26.19736756388204, 73.80263243611822]"
1,2,1,"[74.80309936744476, 25.19690063255529]"
2,1,1,"[51.41958752486748, 48.58041247513249]"
2,1,1,"[51.41804645322929, 48.58195354677073]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[46.54485046894889, 53.45514953105131]"
1,1,1,"[93.20036443513106, 6.799635564868919]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.094775104790752, 74.90522489520922]"
2,1,1,"[56.75846517663531, 43.241534823364915]"
2,2,1,"[25.335957800265707, 74.66404219973444]"
1,1,1,"[75.87085228020928, 24.12914771979068]"
2,1,1,"[51.37856159551469, 48.62143840448513]"
2,1,1,"[51.368895830799936, 48.631104169200164]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.185812341227145, 74.81418765877288]"
2,2,1,"[25.18442469745583, 74.81557530254443]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,2,"[4.056633092259273, 95.94336690774063]"
2,2,2,"[4.350725415635663, 95.64927458436449]"
2,2,2,"[4.0877470729941, 95.91225292700575]"
2,2,2,"[4.382184213909726, 95.6178157860904]"
2,2,2,"[5.335672537251651, 94.66432746274815]"
2,2,2,"[5.633499385124205, 94.36650061487592]"
2,2,2,"[4.045665600797253, 95.95433439920268]"
2,2,2,"[4.339638289100524, 95.66036171089956]"
2,1,1,"[51.44583149824966, 48.55416850175027]"
2,1,1,"[51.42918854916646, 48.57081145083353]"
2,2,1,"[25.16143440901462, 74.83856559098544]"
2,1,1,"[55.62674121660165, 44.37325878339858]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,2,1,"[25.18966697742723, 74.81033302257276]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[25.116030191522256, 74.8839698084778]"
1,1,1,"[66.88769167005813, 33.11230832994181]"
2,1,1,"[51.42441136334232, 48.5755886366578]"
2,1,1,"[51.39015331491222, 48.609846685087845]"
2,1,1,"[51.38805533545604, 48.611944664543955]"
2,1,1,"[51.39205954230318, 48.60794045769677]"
2,1,1,"[51.39174155827468, 48.60825844172542]"
2,1,1,"[51.39205954230318, 48.60794045769677]"
2,1,1,"[51.39174155827468, 48.60825844172542]"
2,1,1,"[51.41900514430165, 48.58099485569834]"
2,1,1,"[51.51943776749054, 48.48056223250936]"
2,1,1,"[51.443125603287584, 48.55687439671239]"
2,1,1,"[51.87590578481584, 48.124094215184115]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[2.0306058992583145, 97.96939410074164]"
1,2,1,"[48.792951541855054, 51.20704845814484]"
2,2,2,"[2.0170009576863794, 97.98299904231351]"
1,2,2,"[50.80783984156797, 49.19216015843168]"
2,2,2,"[1.9819844638097703, 98.01801553619046]"
1,2,2,"[63.01749491206812, 36.98250508793168]"
2,2,2,"[1.6625312875262723, 98.3374687124739]"
1,2,2,"[50.063076616098506, 49.9369233839015]"
2,2,2,"[2.0285968085476846, 97.9714031914522]"
1,2,2,"[54.18402997087117, 45.81597002912866]"
2,2,2,"[2.002909338554799, 97.99709066144504]"
1,2,2,"[49.99698448664414, 50.00301551335578]"
2,2,1,"[2.460628011212053, 97.53937198878816]"
1,2,1,"[52.66232101318707, 47.33767898681295]"
2,2,1,"[2.605802656914962, 97.394197343085]"
1,2,1,"[71.97551858781219, 28.024481412187967]"
2,2,1,"[2.604639145705476, 97.3953608542943]"
2,2,1,"[3.689107938771904, 96.31089206122834]"
2,2,1,"[2.031313468921968, 97.96868653107785]"
1,2,1,"[63.20706291407822, 36.79293708592181]"
2,2,1,"[2.0078671387038334, 97.99213286129599]"
1,1,1,"[88.25347721723199, 11.746522782768087]"
2,2,1,"[2.023621406761521, 97.97637859323851]"
2,2,1,"[1.9809061347978982, 98.01909386520214]"
1,1,1,"[86.69448985701432, 13.305510142985728]"
1,1,1,"[93.70324418733207, 6.296755812667752]"
2,2,1,"[2.0211807508078325, 97.97881924919233]"
1,1,1,"[91.3508468117104, 8.649153188289663]"
2,2,1,"[2.035056554071681, 97.9649434459282]"
1,1,1,"[88.56987939634271, 11.430120603657242]"
2,2,1,"[2.0117623944315923, 97.9882376055684]"
1,1,1,"[92.19621759291692, 7.803782407083033]"
2,2,1,"[2.032926626204118, 97.96707337379571]"
1,1,1,"[78.0282531819732, 21.971746818026627]"
2,2,2,"[2.208529748609272, 97.79147025139068]"
1,2,2,"[53.7962328074209, 46.20376719257923]"
2,2,2,"[2.1909159714299555, 97.80908402857004]"
1,2,2,"[66.47169598957956, 33.5283040104204]"
2,2,2,"[2.218151133462417, 97.78184886653749]"
1,2,2,"[53.84300839986242, 46.156991600137644]"
2,2,2,"[2.1774223164244235, 97.82257768357536]"
1,2,2,"[68.47445861312838, 31.525541386871897]"
2,2,2,"[2.1962804572106673, 97.80371954278921]"
1,2,2,"[66.61327018375327, 33.38672981624693]"
2,2,2,"[2.2223578382491707, 97.77764216175076]"
1,2,2,"[65.56062110115205, 34.439378898848034]"
2,2,2,"[1.9880103570101761, 98.0119896429896]"
1,2,2,"[50.8829679815122, 49.117032018487805]"
2,2,2,"[1.9623443513966135, 98.03765564860319]"
1,2,2,"[60.35767848329321, 39.64232151670679]"
2,2,2,"[1.9737593935743245, 98.02624060642565]"
1,2,2,"[53.62497139480588, 46.37502860519393]"
2,2,2,"[1.939365332640604, 98.06063466735934]"
1,1,2,"[76.5815895390885, 23.418410460911655]"
2,2,2,"[1.6258381821161427, 98.37416181788382]"
1,2,2,"[49.31037205862164, 50.689627941378305]"
