,avg_byte,protocol,pack_exc,byte_exc,src_port,dst_port,class
5160,110.5,3,2,221,7600,7600,1
5161,111.0,3,4,444,7600,7600,1
5162,75.0,3,2,150,12165,7600,1
5163,76.0,3,4,304,7600,12165,1
5164,113.0,4,18,2034,1165,80,1
5165,622.285714286,4,7,4356,80,1165,1
5166,75.0,3,1,75,13236,7600,1
5167,76.0,3,2,152,7600,13236,1
5168,76.0,3,2,152,7600,13245,1
5169,146.0,3,1,146,13248,7600,1
5170,146.0,3,2,292,7600,13248,1
5171,83.175,3,40,3327,4946,7600,1
5172,1060.36065574,3,244,258728,7600,4946,1
5173,82.1476510067,3,149,12240,7600,7600,1
5174,1076.75376884,3,796,857096,7600,7600,1
5175,126.0,3,2,252,32234,2743,1
5176,309.0,3,1,309,2743,32234,1
5177,83.7192982456,3,57,4772,3569,7600,1
5178,1063.14583333,3,384,408248,7600,3569,1
5179,85.9310344828,3,58,4984,7600,14286,1
5180,1015.33333333,3,42,42644,14286,7600,1
5181,1084.0,3,2,2168,14242,7600,1
5182,1084.0,3,16,17344,14331,7600,1
5183,85.0,3,2,170,7600,14242,1
5184,81.72727272729999,3,22,1798,7600,14331,1
5185,92.14285714290001,3,14,1290,1288,7600,1
5186,1018.45454545,3,88,89624,7600,1288,1
5187,94.3333333333,3,12,1132,1314,7600,1
5188,1010.05128205,3,78,78784,7600,1314,1
5189,94.3333333333,3,12,1132,1315,7600,1
5190,1010.05128205,3,78,78784,7600,1315,1
5191,111.444444444,4,18,2006,1068,80,1
5192,519.7777777780001,4,9,4678,80,1068,1
5193,59.8666666667,4,255,15266,1086,80,1
5194,3023.89655172,4,87,263079,80,1086,1
5195,64.2083333333,4,48,3082,1106,80,1
5196,2600.125,4,16,41602,80,1106,1
5197,89.5909090909,4,44,3942,1167,80,1
5198,2144.5,4,14,30023,80,1167,1
5199,129.0,3,1,129,11935,29676,1
5200,110.5,3,2,221,7600,7600,1
5201,111.0,3,4,444,7600,7600,1
5202,110.5,3,2,221,7600,7600,1
5203,111.0,3,4,444,7600,7600,1
5204,110.5,3,2,221,7600,7600,1
5205,111.0,3,4,444,7600,7600,1
5206,92.75,3,4,371,2332,7600,1
5207,93.5,3,8,748,7600,2332,1
5208,110.5,3,2,221,7600,7600,1
5209,111.0,3,4,444,7600,7600,1
5210,110.5,3,4,442,7600,7600,1
5211,99.3333333333,3,6,596,7600,7600,1
5212,82.8571428571,3,49,4060,7600,7600,1
5213,1065.02631579,3,304,323768,7600,7600,1
5214,90.875,3,8,727,7600,7600,1
5215,951.538461538,3,52,49480,7600,7600,1
5216,75.0,3,4,300,7600,7600,1
5217,76.0,3,14,1064,7600,7600,1
5218,110.5,3,2,221,7600,7600,1
5219,111.0,3,4,444,7600,7600,1
5220,110.5,3,2,221,7600,7600,1
5221,111.0,3,4,444,7600,7600,1
5222,110.5,3,2,221,7600,7600,1
5223,111.0,3,4,444,7600,7600,1
5224,110.5,3,2,221,7600,7600,1
5225,111.0,3,4,444,7600,7600,1
5226,110.5,3,2,221,7600,7600,1
5227,111.0,3,4,444,7600,7600,1
5228,110.5,3,2,221,7600,7600,1
5229,111.0,3,4,444,7600,7600,1
5230,110.5,3,2,221,7600,7600,1
5231,111.0,3,4,444,7600,7600,1
5232,110.5,3,2,221,7600,7600,1
5233,111.0,3,4,444,7600,7600,1
5234,110.5,3,2,221,7600,7600,1
5235,111.0,3,4,444,7600,7600,1
5236,110.5,3,2,221,7600,7600,1
5237,111.0,3,4,444,7600,7600,1
5238,83.46875,3,32,2671,7600,7600,1
5239,944.602150538,3,186,175696,7600,7600,1
5240,83.1111111111,3,27,2244,7600,7600,1
5241,920.219178082,3,146,134352,7600,7600,1
5242,84.5263157895,3,19,1606,7600,7600,1
5243,915.471698113,3,106,97040,7600,7600,1
5244,98.6666666667,3,6,592,2324,7600,1
5245,90.0,3,10,900,7600,2324,1
5246,83.1698113208,3,106,8816,7600,7600,1
5247,1019.91111111,3,45,45896,7600,7600,1
5248,75.0,3,2,150,7600,7600,1
5249,81.82558139529999,3,86,7037,1326,7600,1
5250,1071.88235294,3,476,510216,7600,1326,1
5251,83.4166666667,3,36,3003,7600,7600,1
5252,1058.25,3,224,237048,7600,7600,1
5253,110.5,3,2,221,35168,7600,1
5254,111.0,3,4,444,7600,35168,1
5255,75.0,3,1,75,1160,7600,1
5256,76.0,3,2,152,7600,1160,1
5257,129.0,3,1,129,11935,32234,1
5258,75.0,3,2,150,7600,7600,1
5259,28.0,8,1,28,0,0,2
5260,28.0,8,2,56,0,0,2
5261,75.0,3,2,150,7600,7600,1
5262,131.0,3,1,131,33583,32234,1
5263,326.0,3,2,652,32234,33583,1
5264,110.5,3,2,221,56934,7600,1
5265,111.0,3,4,444,7600,56934,1
5266,110.5,3,2,221,57189,7600,1
5267,111.0,3,4,444,7600,57189,1
5268,122.333333333,3,3,367,18103,7600,1
5269,111.0,3,4,444,7600,18103,1
5270,110.5,3,2,221,1084,7600,1
5271,111.0,3,4,444,7600,1084,1
5272,111.0,3,4,444,7600,10029,1
5273,146.0,3,2,292,10029,7600,1
5274,131.0,3,1,131,1454,32234,1
5275,326.0,3,2,652,32234,1454,1
5276,75.0,3,1,75,7600,7600,1
5277,76.0,3,2,152,7600,7600,1
5278,93.0,3,1,93,6800,32234,1
5279,114.0,3,6,684,31037,63627,1
5280,122.333333333,3,3,367,2491,7600,1
5281,111.0,3,4,444,7600,2491,1
5282,131.0,3,1,131,49488,31037,1
5283,326.0,3,2,652,31037,49488,1
5284,92.75,3,4,371,10507,7600,1
5285,93.5,3,8,748,7600,10507,1
5286,48.0,4,4,192,1834,6667,2
5287,40.0,4,1,40,6667,1834,2
5288,131.0,3,1,131,13248,31037,1
5289,326.0,3,2,652,31037,13248,1
5290,131.0,3,1,131,44469,32234,1
5291,326.0,3,2,652,32234,44469,1
5292,131.0,3,1,131,10012,29676,1
5293,326.0,3,2,652,29676,10012,1
5294,52.8333333333,4,6,317,2830,80,2
5295,718.333333333,4,6,4310,80,2830,2
5296,46.8333333333,4,12,562,3012,80,2
5297,1157.125,4,16,18514,80,3012,2
5298,50.428571428599994,4,7,353,3034,80,2
5299,835.285714286,4,7,5847,80,3034,2
5300,50.1428571429,4,7,351,3045,80,2
5301,789.4285714289999,4,7,5526,80,3045,2
5302,50.1428571429,4,7,351,3054,80,2
5303,805.714285714,4,7,5640,80,3054,2
5304,53.5,4,6,321,3061,80,2
5305,416.16666666699996,4,6,2497,80,3061,2
5306,54.8,4,5,274,3062,80,2
5307,238.6,4,5,1193,80,3062,2
5308,55.4,4,5,277,3067,80,2
5309,237.4,4,5,1187,80,3067,2
5310,55.0,4,5,275,3076,80,2
5311,238.0,4,5,1190,80,3076,2
5312,43.84,4,25,1096,3082,80,2
5313,1337.13513514,4,37,49474,80,3082,2
5314,131.0,3,1,131,14174,29676,1
5315,326.0,3,2,652,29676,14174,1
5316,108.0,3,8,864,29676,1284,1
5317,48.0,4,6,288,2193,6667,2
5318,40.0,4,3,120,6667,2193,2
5319,110.5,3,2,221,7600,7600,1
5320,111.0,3,4,444,7600,7600,1
5321,83.4814814815,3,27,2254,7600,7600,1
5322,1047.95,3,160,167672,7600,7600,1
5323,131.0,3,1,131,61559,32234,1
5324,326.0,3,2,652,32234,61559,1
5325,131.0,3,1,131,22408,32234,1
5326,326.0,3,2,652,32234,22408,1
5327,75.0,3,4,300,7600,7600,1
5328,129.0,3,1,129,3734,32234,1
5329,97.4444444444,3,18,1754,7600,39591,1
5330,952.9090909089999,3,22,20964,39591,7600,1
5331,98.6666666667,3,6,592,7600,7600,1
5332,76.0,3,1,76,7600,7600,1
5333,98.6666666667,3,3,296,7600,7600,1
5334,93.5,3,8,748,7600,7600,1
5335,88.0,3,26,2288,7600,7600,1
5336,996.606060606,3,33,32888,7600,7600,1
5337,110.5,3,2,221,7600,7600,1
5338,99.3333333333,3,6,596,7600,7600,1
5339,85.5277777778,3,36,3079,53802,7600,1
5340,1061.98473282,3,262,278240,7600,53802,1
5341,75.0,3,1,75,58690,7600,1
5342,76.0,3,2,152,7600,58690,1
5343,136.51376146799998,3,109,14880,7600,7600,1
5344,1075.54252199,3,682,733520,7600,7600,1
5345,136.554621849,3,119,16250,7600,7600,1
5346,1075.68876081,3,694,746528,7600,7600,1
5347,136.504672897,3,107,14606,7600,7600,1
5348,1072.37096774,3,496,531896,7600,7600,1
5349,129.0,3,1,129,9873,29676,1
5350,330.0,3,2,660,29676,9873,1
5351,110.5,3,2,221,7600,7600,1
5352,111.0,3,4,444,7600,7600,1
5353,75.0,3,4,300,7600,7600,1
5354,48.0,4,4,192,1479,6667,2
5355,48.0,4,4,192,1098,6667,2
5356,75.0,3,2,150,7600,7600,1
5357,46.7777777778,4,18,842,1910,80,1
5358,1268.71428571,4,21,26643,80,1910,1
5359,41.5053763441,4,93,3860,1932,80,1
5360,1458.24264706,4,136,198321,80,1932,1
5361,45.923076923100005,4,13,597,1969,80,1
5362,1147.75,4,16,18364,80,1969,1
5363,48.5384615385,4,13,631,1986,80,1
5364,1164.66666667,4,18,20964,80,1986,1
5365,47.1666666667,4,12,566,2010,80,1
5366,1105.0,4,15,16575,80,2010,1
5367,45.6666666667,4,15,685,2023,80,1
5368,1126.16666667,4,18,20271,80,2023,1
5369,45.785714285699996,4,14,641,2043,80,1
5370,1129.27777778,4,18,20327,80,2043,1
5371,47.1666666667,4,12,566,2062,80,1
5372,1112.76470588,4,17,18917,80,2062,1
5373,47.0,4,11,517,2080,80,1
5374,1082.2,4,15,16233,80,2080,1
5375,47.818181818199996,4,11,526,2095,80,1
5376,1063.28571429,4,14,14886,80,2095,1
5377,56.2,4,5,281,2107,80,1
5378,348.75,4,4,1395,80,2107,1
5379,55.8,4,5,279,2111,80,1
5380,136.25,4,4,545,80,2111,1
5381,51.571428571400006,4,7,361,2119,80,1
5382,566.285714286,4,7,3964,80,2119,1
5383,45.875,4,16,734,2212,80,1
5384,1228.16666667,4,18,22107,80,2212,1
5385,57.0,4,5,285,2230,80,1
5386,355.5,4,6,2133,80,2230,1
5387,54.6666666667,4,6,328,2244,80,1
5388,463.83333333300004,4,6,2783,80,2244,1
5389,59.4,4,5,297,2255,80,1
5390,284.25,4,4,1137,80,2255,1
5391,52.571428571400006,4,7,368,2267,80,1
5392,796.5,4,8,6372,80,2267,1
5393,53.25,4,8,426,2275,80,1
5394,594.428571429,4,7,4161,80,2275,1
5395,56.8333333333,4,6,341,2281,80,1
5396,449.5,4,6,2697,80,2281,1
5397,55.1666666667,4,6,331,2288,80,1
5398,455.16666666699996,4,6,2731,80,2288,1
5399,52.875,4,8,423,2291,80,1
5400,501.142857143,4,7,3508,80,2291,1
5401,56.1666666667,4,6,337,2298,80,1
5402,368.4,4,5,1842,80,2298,1
5403,47.8571428571,4,14,670,2306,80,1
5404,1115.05555556,4,18,20071,80,2306,1
5405,48.1666666667,4,12,578,2309,80,1
5406,1087.875,4,16,17406,80,2309,1
5407,59.8,4,5,299,2315,80,1
5408,349.5,4,4,1398,80,2315,1
5409,56.0,4,6,336,2319,80,1
5410,418.66666666699996,4,6,2512,80,2319,1
5411,52.8571428571,4,7,370,2323,80,1
5412,520.571428571,4,7,3644,80,2323,1
5413,43.535714285699996,4,28,1219,2328,80,1
5414,1366.8125,4,48,65607,80,2328,1
5415,57.2,4,5,286,2334,80,1
5416,336.5,4,4,1346,80,2334,1
5417,56.4,4,5,282,2337,80,1
5418,258.5,4,4,1034,80,2337,1
5419,57.2,4,5,286,2340,80,1
5420,242.0,4,4,968,80,2340,1
5421,58.6,4,5,293,2342,80,1
5422,387.5,4,4,1550,80,2342,1
5423,54.0,4,7,378,2346,80,1
5424,638.857142857,4,7,4472,80,2346,1
5425,51.625,4,8,413,2350,80,1
5426,829.9,4,10,8299,80,2350,1
5427,53.375,4,8,427,2351,80,1
5428,719.25,4,8,5754,80,2351,1
5429,48.0,4,4,192,1513,6667,2
5430,48.0,4,2,96,1606,6667,2
5431,67.0,5,4,268,2077,53,2
5432,83.0,5,2,166,53,2077,2
5433,68.0,5,2,136,2077,53,2
5434,84.0,5,1,84,53,2077,2
5435,126.0,3,1,126,58886,31037,1
5436,330.0,3,2,660,31037,58886,1
5437,129.0,3,1,129,34937,31037,1
5438,86.79032258059999,3,124,10762,7600,7600,1
5439,1076.18473896,3,249,267970,7600,7600,1
5440,83.6727272727,3,55,4602,7600,7600,1
5441,1068.32608696,3,368,393144,7600,7600,1
5442,87.568627451,3,51,4466,7600,7600,1
5443,1070.83105023,3,438,469024,7600,7600,1
5444,126.0,3,4,504,31037,16601,1
5445,75.0,3,2,150,7600,18647,1
5446,75.0,3,2,150,7600,7600,1
5447,103.4,3,10,1034,7600,21685,1
5448,93.5,3,4,374,21685,7600,1
5449,110.5,3,2,221,7600,7600,1
5450,111.0,3,4,444,7600,7600,1
5451,144.66666666700002,3,3,434,16001,32234,1
5452,247.0,3,6,1482,32234,16001,1
5453,110.5,3,2,221,20906,7600,1
5454,111.0,3,4,444,7600,20906,1
5455,86.4375,3,16,1383,7600,7600,1
5456,1028.53846154,3,104,106968,7600,7600,1
5457,108.0,3,8,864,31037,1045,1
5458,149.0,3,3,447,1045,31037,1
5459,110.5,3,4,442,7600,7600,1
5460,93.5,3,8,748,7600,7600,1
5461,126.0,3,1,126,16001,32234,1
5462,330.0,3,2,660,32234,16001,1
5463,75.0,3,2,150,7600,1593,1
5464,76.0,3,1,76,1593,7600,1
5465,87.5,3,14,1225,4877,7600,1
5466,998.808510638,3,94,93888,7600,4877,1
5467,110.5,3,2,221,7600,7600,1
5468,111.0,3,4,444,7600,7600,1
5469,75.0,3,2,150,7600,29781,1
5470,76.0,3,1,76,29831,7600,1
5471,105.333333333,3,6,632,7600,29831,1
5472,146.0,3,1,146,29727,7600,1
5473,146.0,3,2,292,7600,29727,1
5474,1084.0,3,3,3252,29781,7600,1
5475,93.0,3,1,93,42635,29676,1
5476,75.0,3,2,150,7600,25177,1
5477,75.0,3,2,150,7600,25177,1
5478,131.0,3,1,131,25590,32234,1
5479,326.0,3,2,652,32234,25590,1
5480,75.0,3,2,150,7600,7600,1
5481,48.0,4,6,288,2228,25,2
5482,48.0,4,6,288,4646,25,2
5483,48.0,4,6,288,3926,25,2
5484,48.0,4,6,288,4586,25,2
5485,48.0,4,6,288,4010,25,2
5486,48.0,4,6,288,4368,25,2
5487,75.0,3,1,75,1330,7600,1
5488,76.0,3,2,152,7600,1330,1
5489,48.0,4,4,192,1354,6667,2
5490,93.0,3,1,93,59869,32234,1
5491,76.0,3,4,304,7600,41876,1
5492,48.0,4,6,288,4305,25,2
5493,131.0,3,2,262,18993,32234,1
5494,326.0,3,4,1304,32234,18993,1
5495,48.0,4,6,288,3199,25,2
5496,48.0,4,6,288,2033,25,2
5497,48.0,4,6,288,3819,25,2
5498,126.0,3,1,126,13579,32234,1
5499,330.0,3,2,660,32234,13579,1
5500,90.0,3,2,180,31037,48976,1
5501,100.0,3,1,100,48976,31037,1
5502,131.0,3,1,131,39458,32234,1
5503,326.0,3,2,652,32234,39458,1
5504,126.0,3,4,504,29676,57542,1
5505,126.0,3,2,252,31037,57542,1
5506,319.0,3,1,319,57542,31037,1
5507,153.0,3,2,306,27345,29676,1
5508,205.5,3,4,822,29676,27345,1
5509,126.0,3,4,504,31037,22429,1
5510,93.0,3,1,93,6881,32234,1
5511,90.0,3,4,360,31037,10049,1
5512,131.0,3,1,131,15269,31037,1
5513,326.0,3,2,652,31037,15269,1
5514,131.0,3,1,131,37650,32234,1
5515,326.0,3,2,652,32234,37650,1
5516,75.0,3,2,150,7600,7600,1
5517,97.5,3,16,1560,7600,7600,1
5518,723.5,3,8,5788,7600,7600,1
5519,126.0,3,1,126,9252,29676,1
5520,330.0,3,2,660,29676,9252,1
5521,75.0,3,2,150,7600,7600,1
5522,76.0,3,1,76,7600,7600,1
5523,126.0,3,4,504,32234,11004,1
5524,87.97802197799999,3,182,16012,7600,23335,1
5525,1075.66473988,3,346,372180,23335,7600,1
5526,75.0,3,2,150,7600,11955,1
5527,87.7339449541,3,109,9563,53953,7600,1
5528,1080.19178082,3,1022,1103956,7600,53953,1
5529,110.5,3,2,221,59586,7600,1
5530,111.0,3,4,444,7600,59586,1
5531,110.5,3,2,221,60193,7600,1
5532,111.0,3,4,444,7600,60193,1
5533,129.0,3,1,129,11935,32234,1
5534,129.0,3,1,129,45193,32234,1
5535,129.0,3,1,129,11935,32234,1
5536,153.0,3,2,306,21000,32234,1
5537,205.5,3,4,822,32234,21000,1
5538,48.0,4,6,288,3056,6667,2
5539,40.0,4,3,120,6667,3056,2
5540,87.25,4,8,698,2562,443,2
5541,337.333333333,4,9,3036,443,2562,2
5542,118.491525424,4,118,13982,2929,80,2
5543,415.51428571400004,4,105,43629,80,2929,2
5544,108.291666667,4,24,2599,2932,80,2
5545,376.181818182,4,22,8276,80,2932,2
5546,91.125,4,8,729,4103,443,2
5547,337.333333333,4,9,3036,443,4103,2
5548,66.3333333333,4,6,398,4105,80,2
5549,199.0,4,5,995,80,4105,2
5550,47.25,4,16,756,4106,80,2
5551,1231.57142857,4,28,34484,80,4106,2
5552,75.0,3,2,150,7600,7600,1
5553,126.0,3,1,126,8563,29676,1
5554,330.0,3,2,660,29676,8563,1
5555,75.0,3,2,150,7600,7600,1
5556,126.0,3,4,504,32234,26434,1
5557,300.0,3,2,600,26434,32234,1
5558,126.0,3,4,504,32234,23972,1
5559,300.0,3,2,600,23972,32234,1
5560,129.0,3,2,258,1038,32234,1
5561,330.0,3,4,1320,32234,1038,1
5562,85.3125,3,96,8190,7600,7600,1
5563,1067.79775281,3,178,190068,7600,7600,1
5564,129.0,3,1,129,23785,32234,1
5565,330.0,3,2,660,32234,23785,1
5566,131.0,3,1,131,61486,31037,1
5567,326.0,3,2,652,31037,61486,1
5568,85.57894736840001,3,19,1626,7600,7600,1
5569,1036.72131148,3,122,126480,7600,7600,1
5570,48.0,4,6,288,2707,6667,2
5571,48.0,4,4,192,4424,6667,2
5572,48.0,4,2,96,1703,6667,2
5573,48.0,4,6,288,3177,6667,2
5574,48.0,4,6,288,1497,6667,2
5575,40.0,4,3,120,6667,1497,2
5576,48.0,4,6,288,1248,6667,2
5577,48.0,4,4,192,1469,6667,2
5578,48.0,4,4,192,1557,6667,2
5579,48.0,4,4,192,1283,6667,2
5580,48.0,4,6,288,1588,6667,2
5581,48.0,4,6,288,2545,6667,2
5582,93.0,3,1,93,13959,29676,1
5583,131.0,3,1,131,31804,31037,1
5584,326.0,3,2,652,31037,31804,1
5585,108.0,3,4,432,32234,51413,1
5586,190.5,3,2,381,51413,32234,1
5587,131.0,3,1,131,24138,31037,1
5588,326.0,3,2,652,31037,24138,1
5589,319.0,3,1,319,4141,29676,1
5590,80.5194805195,3,77,6200,24112,7600,1
5591,1053.16216216,3,296,311736,7600,24112,1
5592,126.0,3,4,504,29676,7630,1
5593,88.0769230769,3,26,2290,58899,7600,1
5594,1050.85057471,3,174,182848,7600,58899,1
5595,83.5272727273,3,55,4594,13906,7600,1
5596,1068.15384615,3,364,388808,7600,13906,1
5597,131.0,3,1,131,23776,32234,1
5598,326.0,3,2,652,32234,23776,1
5599,129.0,3,1,129,16006,32234,1
5600,330.0,3,2,660,32234,16006,1
5601,81.12222222220001,3,90,7301,46756,7600,1
5602,1068.796875,3,512,547224,7600,46756,1
5603,80.76288659789999,3,97,7834,46756,7600,1
5604,1065.71641791,3,536,571224,7600,46756,1
5605,81.2209302326,3,86,6985,46756,7600,1
5606,1068.90052356,3,382,408320,7600,46756,1
5607,131.0,3,1,131,11236,29676,1
5608,326.0,3,2,652,29676,11236,1
5609,110.5,3,2,221,7600,7600,1
5610,111.0,3,4,444,7600,7600,1
5611,126.0,3,4,504,32234,29479,1
5612,131.0,3,1,131,56353,29676,1
5613,326.0,3,2,652,29676,56353,1
5614,75.0,3,2,150,7600,7600,1
5615,76.0,3,4,304,7600,7600,1
5616,80.3865546218,3,119,9566,7600,7600,1
5617,1074.67601246,3,642,689942,7600,7600,1
5618,110.5,3,2,221,7600,7600,1
5619,111.0,3,4,444,7600,7600,1
5620,86.1351351351,3,37,3187,7600,7600,1
5621,1034.1025641,3,156,161320,7600,7600,1
5622,89.2,3,5,446,7600,7600,1
5623,90.0,3,10,900,7600,7600,1
5624,110.5,3,2,221,7600,7600,1
5625,111.0,3,4,444,7600,7600,1
5626,126.0,3,2,252,29676,42296,1
5627,319.0,3,1,319,42296,29676,1
5628,110.5,3,2,221,7600,7600,1
5629,111.0,3,4,444,7600,7600,1
5630,129.0,3,1,129,20157,29676,1
5631,80.3305785124,3,121,9720,7600,7600,1
5632,1072.90769231,3,520,557912,7600,7600,1
5633,110.5,3,2,221,17359,7600,1
5634,111.0,3,4,444,7600,17359,1
5635,110.5,3,2,221,7600,7600,1
5636,111.0,3,4,444,7600,7600,1
5637,110.5,3,2,221,7600,7600,1
5638,111.0,3,4,444,7600,7600,1
5639,110.5,3,2,221,7600,7600,1
5640,111.0,3,4,444,7600,7600,1
5641,110.5,3,2,221,7600,7600,1
5642,111.0,3,4,444,7600,7600,1
5643,131.0,3,1,131,19047,32234,1
5644,326.0,3,2,652,32234,19047,1
5645,83.3383458647,3,133,11084,10016,7600,1
5646,1077.7167756,3,918,989344,7600,10016,1
5647,110.5,3,2,221,7600,7600,1
5648,111.0,3,4,444,7600,7600,1
5649,110.5,3,2,221,7600,7600,1
5650,111.0,3,4,444,7600,7600,1
5651,110.5,3,2,221,7600,7600,1
5652,111.0,3,4,444,7600,7600,1
5653,83.9375,3,16,1343,7600,7600,1
5654,1015.33333333,3,84,85288,7600,7600,1
5655,83.2615384615,3,65,5412,7600,7600,1
5656,1063.69014085,3,284,302088,7600,7600,1
5657,75.0,3,3,225,15114,7600,1
5658,76.0,3,6,456,7600,15114,1
5659,110.5,3,2,221,7600,7600,1
5660,111.0,3,4,444,7600,7600,1
5661,75.0,3,4,300,7600,7600,1
5662,76.0,3,8,608,7600,7600,1
5663,110.5,3,2,221,7600,7600,1
5664,111.0,3,4,444,7600,7600,1
5665,48.0,4,6,288,2559,6667,2
5666,40.0,4,3,120,6667,2559,2
5667,48.0,4,6,288,2635,6667,2
5668,40.0,4,3,120,6667,2635,2
5669,48.0,4,6,288,4233,6667,2
5670,40.0,4,3,120,6667,4233,2
5671,48.0,4,6,288,2531,6667,2
5672,40.0,4,3,120,6667,2531,2
5673,129.0,3,3,387,51162,32234,1
5674,117.0,3,16,1872,32234,51162,1
5675,85.55,3,40,3422,7600,7600,1
5676,981.0,3,28,27468,7600,7600,1
5677,75.0,3,2,150,7600,7600,1
5678,76.0,3,1,76,7600,7600,1
5679,131.0,3,1,131,14425,32234,1
5680,326.0,3,2,652,32234,14425,1
5681,110.5,3,2,221,7600,7600,1
5682,111.0,3,4,444,7600,7600,1
5683,131.0,3,1,131,14893,31037,1
5684,326.0,3,2,652,31037,14893,1
5685,86.0454545455,3,22,1893,7600,7600,1
5686,1046.05263158,3,152,159000,7600,7600,1
5687,114.0,3,6,684,31037,16881,1
5688,75.0,3,1,75,16224,7600,1
5689,76.0,3,2,152,7600,16224,1
5690,75.0,3,1,75,38056,7600,1
5691,76.0,3,2,152,7600,38056,1
5692,75.0,3,1,75,50979,7600,1
5693,76.0,3,2,152,7600,50979,1
5694,108.0,3,4,432,31037,19605,1
5695,199.5,3,2,399,19605,31037,1
5696,126.0,3,2,252,29676,15016,1
5697,319.0,3,1,319,15016,29676,1
5698,131.0,3,1,131,22056,32234,1
5699,326.0,3,2,652,32234,22056,1
5700,44.2222222222,4,36,1592,2429,80,1
5701,1347.69387755,4,49,66037,80,2429,1
5702,46.5625,4,32,1490,2453,80,2
5703,1296.41176471,4,51,66117,80,2453,2
5704,49.4545454545,4,22,1088,2514,80,2
5705,1169.33333333,4,30,35080,80,2514,2
5706,62.0,4,32,1984,2533,80,2
5707,976.0270270269999,4,37,36113,80,2533,2
5708,47.1612903226,4,31,1462,2541,80,2
5709,1266.66666667,4,30,38000,80,2541,2
5710,49.210526315799996,4,38,1870,2665,80,2
5711,986.826923077,4,52,51315,80,2665,2
5712,46.5151515152,4,33,1535,4518,80,1
5713,1272.25,4,52,66157,80,4518,1
5714,46.347826087,4,23,1066,4883,80,1
5715,1173.11538462,4,26,30501,80,4883,1
5716,45.818181818199996,4,11,504,4902,80,1
5717,192.25,4,4,769,80,4902,1
5718,44.75,4,32,1432,2557,80,1
5719,1239.90697674,4,43,53316,80,2557,1
5720,44.611111111099994,4,18,803,2593,80,1
5721,932.642857143,4,14,13057,80,2593,1
5722,49.1666666667,4,18,885,2799,80,1
5723,54.1666666667,4,12,650,2800,80,1
5724,1015.59090909,4,22,22343,80,2799,1
5725,762.142857143,4,14,10670,80,2800,1
5726,47.5294117647,4,17,808,2810,80,1
5727,884.4444444439999,4,18,15920,80,2810,1
5728,46.2631578947,4,19,879,2819,80,1
5729,932.642857143,4,14,13057,80,2819,1
5730,48.0,4,15,720,2824,80,1
5731,929.9411764710001,4,17,15809,80,2824,1
5732,45.8461538462,4,13,596,2830,80,1
5733,537.75,4,8,4302,80,2830,1
5734,44.2222222222,4,36,1592,3628,80,2
5735,1321.54,4,50,66077,80,3628,2
5736,46.7307692308,4,26,1215,3664,80,2
5737,1231.25,4,28,34475,80,3664,2
5738,44.2222222222,4,36,1592,3671,80,2
5739,1321.54,4,50,66077,80,3671,2
5740,48.7692307692,4,26,1268,3673,80,2
5741,1203.0,4,39,46917,80,3673,2
5742,45.5,4,26,1183,3686,80,2
5743,1215.24137931,4,29,35242,80,3686,2
5744,46.6923076923,4,26,1214,3797,80,2
5745,1228.90322581,4,31,38096,80,3797,2
5746,46.358974358999994,4,39,1808,1217,80,2
5747,1347.69387755,4,49,66037,80,1217,2
5748,49.7666666667,4,30,1493,1230,80,2
5749,1245.5,4,26,32383,80,1230,2
5750,48.3823529412,4,34,1645,1363,80,2
5751,1300.17142857,4,35,45506,80,1363,2
5752,44.7777777778,4,18,806,1370,80,2
5753,1118.875,4,16,17902,80,1370,2
5754,54.0555555556,4,36,1946,4032,80,2
5755,1347.69387755,4,49,66037,80,4032,2
5756,46.78125,4,32,1497,4121,80,2
5757,1268.81081081,4,37,46946,80,4121,2
5758,43.55,4,20,871,4126,80,2
5759,1224.57142857,4,21,25716,80,4126,2
5760,46.3333333333,4,36,1668,4169,80,2
5761,46.185185185200005,4,27,1247,4176,80,2
5762,1376.53061224,4,49,67450,80,4169,2
5763,1245.10344828,4,29,36108,80,4176,2
5764,43.8974358974,4,39,1712,3236,80,2
5765,1321.54,4,50,66077,80,3236,2
5766,131.0,3,1,131,61462,32234,1
5767,326.0,3,2,652,32234,61462,1
5768,48.0,4,6,288,1070,3128,2
5769,48.0,4,6,288,3281,6667,2
5770,131.0,3,1,131,40880,29676,1
5771,326.0,3,2,652,29676,40880,1
5772,131.0,3,1,131,49545,32234,1
5773,326.0,3,2,652,32234,49545,1
5774,110.5,3,2,221,16224,7600,1
5775,111.0,3,4,444,7600,16224,1
5776,110.5,3,2,221,16224,7600,1
5777,111.0,3,4,444,7600,16224,1
5778,110.5,3,2,221,16224,7600,1
5779,111.0,3,4,444,7600,16224,1
5780,86.42222222219999,3,45,3889,17897,7600,1
5781,1065.86163522,3,318,338944,7600,17897,1
5782,82.24074074069999,3,54,4441,1861,7600,1
5783,1062.94890511,3,274,291248,7600,1861,1
5784,90.1,3,10,901,7389,7600,1
5785,1001.6,3,70,70112,7600,7389,1
5786,85.6818181818,3,22,1885,16224,7600,1
5787,1045.02702703,3,148,154664,7600,16224,1
5788,75.0,3,2,150,7600,24592,1
5789,76.0,3,1,76,24592,7600,1
5790,110.5,3,2,221,7600,7600,1
5791,111.0,3,4,444,7600,7600,1
